area_id	PosX	PosY	region	attributes	name	ES	RU	PT	DE	PL	CZ	TR	IT
FT_arena					Freetown Arena	Arena de Freetown	Арена Фритауна	Arena de Freetown	Arena von Freetown	Arena Wolnego Miasta	Aréna ve Freetown		Arena di Freetown
D13_sanctuary					Sanctuary of Irossia	Santuario de Irossia	Святилище Айроссии	Santuário de Irossia	Heiligtum von Irossia	Sanktuarium Irossia	Svatyně Irossie		Santuario di Irossa
C13_pits					Forbidden Pit	Foso Prohibido	Запретная Шахта	Fosso Proibido	Verbotene Grube	Zakazana Otchłań	Zapovězená jáma		Pozzo Proibito
K7_cave					Heart of Korne	Corazón de Korne	Сердце Корна	Coração de Korne	Herz von Korne	Serce Korne	Srdce Korne		Cuore di Korne
K7_observatory					The Observatory	El Observatorio	Обсерватория	O Observatório	Das Observatorium	Obserwatorium	Observatoř		Osservatorio
K11	10	10	e_thuram	[outdoor][worldmap]	Solligan Stripe	Franja de Solliga	Побережье Соллиги	Faixa de Solliga	Solligischer Küstenstreifen	Solliga			
J12	9	11	n_wild	[outdoor][worldmap]	Eastern Wyvern Mountains	Montes Wyvern Este	Восточные Горы Виверн	Montanhas Wyvern do Leste	Östliches Wyverngebirge	Wschodnie Góry Wywernie		 	
F6	5	5	s_wild	[outdoor][worldmap]	Gorge of the Silent Kings	Garganta de los Reyes Silenciosos	Ущелье Безмолвных Королей	Garganta dos Reis Silenciosos	Schlucht der stummen Könige	Wąwóz Niemych Królów		 	
C9	2	8	w_mercia	[outdoor][worldmap]	Friport	Friport	Фрипорт						
C10	2	9	wild	[outdoor][worldmap]	Varann Woodland	Arboleda de Varann	Вараннский лес	Bosque de Varann	Varann-Waldland	Lasy Varannańskie			 
C11	2	10	wild	[outdoor][worldmap]	Elder Forest	Bosque Anciano	Древний Лес	Floresta Ancestral	Alter Wald	Las Starszych			 
C12	2	11	wild	[outdoor][worldmap]	Backwoods Coven	Bosque de las Brujas	Лес Ковена Ведьм	Bosque das Bruxas	Hexenwald	Ostępy			 
J12_castle					Forsaken Fortress	Fortaleza Olvidada	Покинутая Крепость	Fortaleza dos Esquecidos	Festung der Vergessenen	Forteca Zapomnianych			
H10_mine_2					Haunted Galleries	Galerías Hechizadas	Проклятые штольни	Galerias Assombradas	Verwunschene Galerie	Nawiedzone Galerie			
H10_mine_3					City of the Ancients	Ciudad de los Ancianos	Город Древних	Cidade dos Anciãos	Stadt der Altvorderen	Miasto Starożytnych			
F6_temple					Temple of the Sleepers	Templo de los Durmientes	Храм Спящих	Templo dos Adormecidos	Tempel der Schläfer	Świątynia Śpiących			
G10_dang					Kultist Logovo	Kultist Logovo	Логово Культистов	Castelo Storme	Burg Storme	Zamek Storme	Hrad Storme		Castello Storme
C12_cave					The Undergrove	El Bajobosque	Подземная Роща	O Bosque Subterrâneo	Tiefer Hain	Pod Gajem			
G10_house					Arius House		Дом Ариуса						
I10_grot					Grotto		Грот						
H6_tract					The fifth wind		Пятый ветер						
H6_podval					Frigulda Arena		Арена Фригулда						
G9_karcer1					Cell (SHU)		Карцер						
NG_hous1					Captain's house		Дом Капитана						
H8_mason					Mason's Shrine		Усыпальница Мейсонов						
G9_H					Marg House		Дом Маргери						
