from_key	from_name	to_key	to_name	count
n0.k1	SimpleDialog	net.fdgames.assets.Assets	Assets	1
n0.l	ConversationWindow	net.fdgames.assets.GameAssets	GameAssets	1
n0.l	ConversationWindow	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.l1	SkillButton	net.fdgames.GameEntities.Final.Player	Player	1
n0.l1	SkillButton	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
n0.l1	SkillButton	net.fdgames.Rules.Skills	Skills	1
n0.l1	SkillButton	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
n0.l1	SkillButton	net.fdgames.Rules.SkillActions	SkillActions	1
n0.l1	SkillButton	net.fdgames.Helpers.GameString	GameString	1
n0.l1	SkillButton	net.fdgames.ek.ControllerConfig	ControllerConfig	1
n0.l1	SkillButton	net.fdgames.ek.Settings	Settings	1
n0.l1	SkillButton	net.fdgames.TiledMap.Objects.Coords	Coords	1
n0.l1	SkillButton	net.fdgames.Helpers.FDUtils	FDUtils	1
n0.l1	SkillButton	net.fdgames.GameEntities.CharacterSheet.CharacterEffects	CharacterEffects	1
n0.l1	SkillButton	net.fdgames.GameWorld.GameWorld	GameWorld	1
n0.l1	SkillButton	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.l1	SkillButton	net.fdgames.Helpers.GameConsole	GameConsole	1
n0.l1	SkillButton	net.fdgames.assets.GameAssets	GameAssets	1
n0.l1	SkillButton	net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	1
n0.l1	SkillButton	net.fdgames.GameEntities.Final.Trap	Trap	1
n0.l1	SkillButton	net.fdgames.GameEntities.Helpers.Damage	Damage	1
n0.l1	SkillButton	net.fdgames.GameWorld.GameData	GameData	1
n0.l1	SkillButton	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
n0.l1	SkillButton	net.fdgames.Rules.AreaEffects	AreaEffects	1
n0.l1	SkillButton	net.fdgames.GameEntities.MapActor	MapActor	1
n0.l1	SkillButton	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.l1	SkillButton	net.fdgames.GameEntities.Final.NPC	NPC	1
n0.m	ConversationWindow	net.fdgames.assets.GameAssets	GameAssets	1
n0.m	ConversationWindow	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.m1	TeleportWindow	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.m1	TeleportWindow	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.m1	TeleportWindow	net.fdgames.assets.Assets	Assets	1
n0.m1	TeleportWindow	net.fdgames.Helpers.GameString	GameString	1
n0.m1	TeleportWindow	net.fdgames.GameWorld.GameData	GameData	1
n0.n	ConversationWindow	net.fdgames.assets.GameAssets	GameAssets	1
n0.n	ConversationWindow	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.n1	VaultWindow	net.fdgames.GameEntities.Final.Player	Player	1
n0.n1	VaultWindow	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
n0.n1	VaultWindow	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.n1	VaultWindow	net.fdgames.assets.GameAssets	GameAssets	1
n0.n1	VaultWindow	net.fdgames.Helpers.GameString	GameString	1
n0.n1	VaultWindow	net.fdgames.assets.Assets	Assets	1
n0.n1	VaultWindow	net.fdgames.GameWorld.GameData	GameData	1
n0.o	ConversationWindow	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
n0.o	ConversationWindow	net.fdgames.GameLogic.ConversationAnswers	ConversationAnswers	1
n0.o	ConversationWindow	net.fdgames.GameLogic.ConversationQuestion	ConversationQuestion	1
n0.o	ConversationWindow	net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	1
n0.o	ConversationWindow	net.fdgames.Helpers.GameString	GameString	1
n0.o	ConversationWindow	net.fdgames.assets.Assets	Assets	1
n0.o	ConversationWindow	net.fdgames.TiledMap.Objects.Coords	Coords	1
n0.o	ConversationWindow	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.o	ConversationWindow	net.fdgames.assets.GameAssets	GameAssets	1
n0.o	ConversationWindow	net.fdgames.GameLogic.ActionsSet	ActionsSet	1
n0.o	ConversationWindow	net.fdgames.TiledMap.Objects.MapConversation	MapConversation	1
n0.o	ConversationWindow	net.fdgames.GameWorld.GameData	GameData	1
n0.o	ConversationWindow	net.fdgames.GameLogic.Conversation	Conversation	1
n0.o	ConversationWindow	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.o	ConversationWindow	net.fdgames.GameEntities.Final.NPC	NPC	1
n0.o0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.o1	WaitMenuWindow	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.o1	WaitMenuWindow	net.fdgames.assets.Assets	Assets	1
n0.o1	WaitMenuWindow	net.fdgames.Helpers.GameString	GameString	1
n0.p	EndingWindow	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.p	EndingWindow	net.fdgames.Helpers.GameConsole	GameConsole	1
n0.p	EndingWindow	net.fdgames.Helpers.GameString	GameString	1
n0.p	EndingWindow	net.fdgames.assets.GameAssets	GameAssets	1
n0.p	EndingWindow	net.fdgames.TiledMap.Objects.Transition	Transition	1
n0.p	EndingWindow	net.fdgames.ek.GPGSUpdate	GPGSUpdate	1
n0.p	EndingWindow	net.fdgames.assets.Assets	Assets	1
n0.p	EndingWindow	net.fdgames.GameWorld.GameData	GameData	1
n0.p1	WaitWindow	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.p1	WaitWindow	net.fdgames.assets.Assets	Assets	1
n0.p1	WaitWindow	net.fdgames.Helpers.GameString	GameString	1
n0.q	ExtendedLabel	net.fdgames.assets.GameAssets	GameAssets	1
n0.q1	WorldMapImage	net.fdgames.GameWorld.GameWorld	GameWorld	1
n0.q1	WorldMapImage	net.fdgames.GameWorld.Areas	Areas	1
n0.q1	WorldMapImage	net.fdgames.assets.GameAssets	GameAssets	1
n0.q1	WorldMapImage	net.fdgames.TiledMap.Objects.Coords	Coords	1
n0.r	ExtendedLabel	net.fdgames.assets.GameAssets	GameAssets	1
n0.r0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.r1	WorldMapInfoTable	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.r1	WorldMapInfoTable	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.r1	WorldMapInfoTable	net.fdgames.assets.Assets	Assets	1
n0.r1	WorldMapInfoTable	net.fdgames.Helpers.GameString	GameString	1
n0.s	ExtendedLabel	net.fdgames.assets.GameAssets	GameAssets	1
n0.s0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.t	ExtendedTextButton	net.fdgames.assets.GameAssets	GameAssets	1
n0.t	ExtendedTextButton	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.t	ExtendedTextButton	net.fdgames.ek.ControllerCommand	ControllerCommand	1
n0.t0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.u	FadingLabelSmall	net.fdgames.GameWorld.GameData	GameData	1
n0.u0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.v	FlashingImageButton	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.v	FlashingImageButton	net.fdgames.assets.GameAssets	GameAssets	1
n0.v	FlashingImageButton	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.v	FlashingImageButton	net.fdgames.ek.Settings	Settings	1
n0.v0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.w	FloatingText	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
n0.w	FloatingText	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.w	FloatingText	net.fdgames.GameEntities.MapActor	MapActor	1
n0.w	FloatingText	net.fdgames.assets.GameAssets	GameAssets	1
n0.w	FloatingText	net.fdgames.TiledMap.Objects.Coords	Coords	1
n0.w	FloatingText	net.fdgames.GameWorld.GameData	GameData	1
n0.w0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.x	GameHUD	net.fdgames.Helpers.GameConsole	GameConsole	1
n0.x	GameHUD	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.x	GameHUD	net.fdgames.Helpers.Serializer	Serializer	1
n0.x	GameHUD	net.fdgames.Helpers.GameString	GameString	1
n0.x	GameHUD	net.fdgames.GameWorld.GameData	GameData	1
n0.x0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.y	GameHUD	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
n0.y	GameHUD	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.y	GameHUD	net.fdgames.GameWorld.GameData	GameData	1
n0.y0	HUDMessages	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.z	GameHUD	k0.a	GameLevelRenderer	6
n0.z	GameHUD	net.fdgames.GameEntities.Final.Player	Player	1
n0.z	GameHUD	net.fdgames.GameEntities.Final.PlantSpawn	PlantSpawn	1
n0.z	GameHUD	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
n0.z	GameHUD	net.fdgames.Rules.Rules	Rules	1
n0.z	GameHUD	net.fdgames.Rules.Item	Item	1
n0.z	GameHUD	net.fdgames.Helpers.GameString	GameString	1
n0.z	GameHUD	net.fdgames.GameEntities.Character	Character	1
n0.z	GameHUD	net.fdgames.ek.Settings	Settings	1
n0.z	GameHUD	net.fdgames.TiledMap.Objects.Coords	Coords	1
n0.z	GameHUD	net.fdgames.Helpers.FDUtils	FDUtils	1
n0.z	GameHUD	net.fdgames.assets.Assets	Assets	1
n0.z	GameHUD	net.fdgames.GameEntities.CharacterSheet.CharacterEffects	CharacterEffects	1
n0.z	GameHUD	net.fdgames.GameWorld.GameWorld	GameWorld	1
n0.z	GameHUD	net.fdgames.GameLevel.GameLevel	GameLevel	1
n0.z	GameHUD	net.fdgames.Helpers.GameConsole	GameConsole	1
n0.z	GameHUD	net.fdgames.assets.GameAssets	GameAssets	1
n0.z	GameHUD	net.fdgames.GameEntities.Helpers.Shop	Shop	1
n0.z	GameHUD	net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	1
n0.z	GameHUD	net.fdgames.GameWorld.GameData	GameData	1
n0.z	GameHUD	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
n0.z	GameHUD	net.fdgames.GameEntities.MapActor	MapActor	1
n0.z	GameHUD	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.z	GameHUD	net.fdgames.GameWorld.WorldFactions	WorldFactions	1
n0.z	GameHUD	net.fdgames.GameEntities.Final.NPC	NPC	1
n0.z	GameHUD	net.fdgames.GameEntities.Final.Loot	Loot	1
n0.z0	HowManyDialog	net.fdgames.assets.GameAssets	GameAssets	1
n0.z0	HowManyDialog	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
n0.z0	HowManyDialog	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	m0.b	GameMap	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.GameEntities.Final.NPC	NPC	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.Rules.SkillActions	SkillActions	1
net.fdgames.GameEntities.AI.AISkillUsage	AISkillUsage	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	m0.b	GameMap	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.GameEntities.Final.Player	Player	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.GameEntities.AI.AI	AI	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.GameEntities.Final.NPC	NPC	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	m0.b	GameMap	1
net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	net.fdgames.GameEntities.AI.AI	AI	1
net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	net.fdgames.GameEntities.Final.Trap	Trap	1
net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	net.fdgames.GameEntities.Final.NPC	NPC	1
net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.AI.IdleAI	IdleAI	net.fdgames.GameEntities.AI.AI	AI	1
net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	m0.b	GameMap	12
net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.AI.Pathfinding.Path	Path	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	m0.b	GameMap	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	net.fdgames.GameEntities.Final.Player	Player	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	net.fdgames.GameEntities.AI.AI	AI	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	net.fdgames.GameEntities.Final.NPC	NPC	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Character	Character	k0.a	GameLevelRenderer	57
net.fdgames.GameEntities.Character	Character	m0.a	ADTIsometricTiledMapRenderer	5
net.fdgames.GameEntities.Character	Character	m0.b	GameMap	1
net.fdgames.GameEntities.Character	Character	n0.w	FloatingText	1
net.fdgames.GameEntities.Character	Character	n0.z	GameHUD	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Rules.Item	Item	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Rules.Skills	Skills	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.CharacterSheet.AttributesSet	AttributesSet	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Rules.SkillActions	SkillActions	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.Final.Projectile	Projectile	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameWorld.Follower	Follower	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.AI.Pathfinding.Path	Path	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.Character	Character	net.fdgames.ek.Settings	Settings	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Character	Character	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.Character	Character	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameWorld.GameLog	GameLog	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.CharacterSheet.CharacterEffects	CharacterEffects	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.Helpers.DamageEffect	DamageEffect	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Helpers.GameConsole	GameConsole	1
net.fdgames.GameEntities.Character	Character	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.Final.Trap	Trap	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Rules.ItemAttributes	ItemAttributes	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Rules.WeaponStats	WeaponStats	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.Helpers.Damage	Damage	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.CharacterSheet.CharacterResistances	CharacterResistances	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameWorld.Party	Party	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameWorld.MessageRouter	MessageRouter	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.Character	Character	net.fdgames.Rules.AreaEffects	AreaEffects	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.Character	Character	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.CharacterSheet.CharacterStats	CharacterStats	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.Helpers.SkillSet	SkillSet	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.Final.NPC	NPC	1
net.fdgames.GameEntities.Character	Character	net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	1
net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	net.fdgames.Rules.ItemAttributes	ItemAttributes	1
net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	net.fdgames.Rules.WeaponStats	WeaponStats	1
net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	net.fdgames.Rules.Item	Item	1
net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	net.fdgames.GameEntities.CharacterSheet.CharacterResistances	CharacterResistances	1
net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	n0.k1	SimpleDialog	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	n0.l1	SkillButton	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	n0.z	GameHUD	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameWorld.Follower	Follower	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.Rules.WeaponStats	WeaponStats	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameEntities.Helpers.SkillSet	SkillSet	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameEntities.Helpers.Damage	Damage	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameEntities.Final.Loot	Loot	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameEntities.CharacterSheet.SheetEffect	SheetEffect	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameEntities.CharacterSheet.CharacterResistances	CharacterResistances	1
net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.CharacterSheet.CharacterStats	CharacterStats	net.fdgames.Rules.Item	Item	1
net.fdgames.GameEntities.CharacterSheet.CharacterStats	CharacterStats	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.CharacterSheet.CharacterStats	CharacterStats	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.CharacterSheet.CharacterTraits	CharacterTraits	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.CharacterSheet.CharacterTraits	CharacterTraits	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.CharacterSheet.SheetBonus	SheetBonus	net.fdgames.GameEntities.Helpers.DamageEffect	DamageEffect	1
net.fdgames.GameEntities.CharacterSheet.SheetBonus	SheetBonus	net.fdgames.Rules.SkillActions	SkillActions	1
net.fdgames.GameEntities.CharacterSheet.SheetBonus	SheetBonus	net.fdgames.Rules.WeaponStats	WeaponStats	1
net.fdgames.GameEntities.CharacterSheet.SheetBonus	SheetBonus	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.CharacterSheet.SheetEffects	SheetEffects	net.fdgames.GameEntities.CharacterSheet.SheetEffect	SheetEffect	1
net.fdgames.GameEntities.CharacterSheet.SheetEffects	SheetEffects	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.Door	Door	m0.b	GameMap	1
net.fdgames.GameEntities.Final.Door	Door	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.Door	Door	net.fdgames.GameEntities.MapObject	MapObject	1
net.fdgames.GameEntities.Final.Door	Door	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.Final.Door	Door	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Final.Loot	Loot	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.Loot	Loot	net.fdgames.GameEntities.Helpers.Lootable	Lootable	1
net.fdgames.GameEntities.Final.Loot	Loot	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Final.Loot	Loot	net.fdgames.GameEntities.Helpers.Items	Items	1
net.fdgames.GameEntities.Final.Loot	Loot	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.Final.Loot	Loot	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.GameEntities.MapObject	MapObject	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.GameEntities.Helpers.Lootable	Lootable	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.GameWorld.DynamicQuest	DynamicQuest	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.GameEntities.Helpers.Items	Items	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.GameWorld.Quests	Quests	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Final.MapContainer	MapContainer	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	m0.b	GameMap	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	k0.a	GameLevelRenderer	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.Rules.MapEffectData	MapEffectData	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	1
