area_id	PosX	PosY	region	attributes	name	ES	RU	PT	DE	PL	CZ	TR	IT
C12	2	11	wild	[outdoor][worldmap]	Backwoods Coven	Bosque de las Brujas	Лес Ковена Ведьм						 
J12_castle					Forsaken Fortress	Fortaleza Olvidada	Покинутая Крепость						
H10_mine_2					Haunted Galleries	Galerías Hechizadas	Проклятые Штольни						
H10_mine_3					City of the Ancients	Ciudad de los Ancianos	Город Древних						
F6_temple					Temple of the Sleepers	Templo de los Durmientes	Храм Спящих						
C12_cave					The Undergrove	El Bajobosque	Подземная Роща						
F6_nightmare					The Nightmare	La Pesadilla	Кошмар						
C8	2	7	w_mercia	[outdoor][worldmap]	Foothills Zamohr	port	Подножье Замора						
C9	2	8	w_mercia	[outdoor][worldmap]	Freeport	Freeport	Фрипорт						
C9_sewer					Freeport Sewers	Cloacas de 	Канализация Фрипорта
C9_house					House	Cloacas de 	Дом 
E13	4	12	n_wild	[outdoor][worldmap]	Pass Thyr	port	Перевал Тхир						
F13	5	12	n_wild	[outdoor][worldmap]	Northern Mountains Thyr	port	Северные горы Тхир						
F13_temple					Temple on Mount	port 	Храм на горе
E8_cave2					Stinky hole	port 	Вонючая нора
C7	2	6	w_mercia	[outdoor][worldmap]	Liberty	port	Либерти						
H8_dungeon					Basement	port 	Подвал
NG_manor1					Whitetoad Manor, ground floor	port 	Особняк Уайтодов, первый этаж
NG_manor2					Whitetoad Manor, second floor	port 	Особняк Уайтодов, второй этаж
NG_manor3					Whitetoad Manor, second floor	port 	Особняк Уайтодов, второй этаж
NG_manor_dungeon					Whitetoad Manor, basement	port 	Особняк Уайтодов, подвал
NG_manor4					Enterprise Manor, ground floor	port 	Особняк Интерпрайса, первый этаж
NG_manor5					Enterprise Manor, second floor	port 	Особняк Интерпрайса, второй этаж
NG_manor6					Enterprise's private quarters	port 	Личные покои Интерпрайса
G11_cave					Gloomy blackness	port 	Беспросветный мрак
G11_dungeon					Temple of Knowledge	port 	Храм Знаний
G11_arena1					Bloody Hill	port 	Кровавый холм
G11_arena2					Forgotten Hall	port 	Забытый чертог
G11_arena3					Oblivion Island	port 	Остров Забвения
G11_arena4					Damn Barge	port 	Проклятая Баржа
FT_house1					Lady Papewidow's House	port 	Дом госпожи Пейпевидов
FT_house2					Lady Rusthatchet's House	port 	Дом госпожи Растхачет
H13_cave					Snow cave	port 	Снежная пещера
E13_cave					Icy Gloom	port 	Ледяной Мрак
J11_cave2					Secret hideout	port 	Секретное убежище
K7_dungeon					Abandoned mine	port 	Заброшенная выработка
H13_2					Foreign Lands	La Pesadilla	Чужие земли						
H13_tomb					Forgotten Crypt	La Pesadilla	Забытый склеп						
H13_tower					Ancient Tower	La Pesadilla	Древняя башня						
H13_castle					Magical Fortress	La Pesadilla	Магическая крепость						
J9_hideout					Coastal cave	Guarida abandonada	Прибрежная пещера						
I11_higeout					Elven Lair	Guarida abandonada	Эльфийское Логово						
H11_higeout					Resident Evil	Guarida abandonada	Злая Обитель						
H11_higeout2					Gloomy Palace	Guarida abandonada	Сумрачный Чертог						
D10_tower					Tower of Fangs, lower tier	La Pesadilla	Башня Клыков, нижний ярус						
D10_tower2					Tower of Fangs, high tier	La Pesadilla	Башня Клыков, верхний ярус						
D10_tower3					Tower of Fangs, apex	La Pesadilla	Башня Клыков, вершина						
D10_tower1					Orcish casemate	La Pesadilla	Орочьи казематы						
E12_tower					Cloud Fortress, lower tier	La Pesadilla	Облачная Крепость, нижний ярус						
E12_tower2					Dungeons of Malice	La Pesadilla	Темницы Злобы						
E12_tower3					Cloud Fortress, high tier	La Pesadilla	Облачная Крепость, верхний ярус						
E12_tower4					White Silence	La Pesadilla	Белое Безмолвие						
H6_cave					Bandit Refuge	La Pesadilla	Бандитское пристанище						
K11_cave1					Caves Madness	La Pesadilla	Пещеры Безумия						
K11_cave2					Abysmal Abyss	La Pesadilla	Бездонная Пропасть						
K11_cave3					Silent Peace	La Pesadilla	Безмолвный Покой						
M7	12	6	wild	[outdoor][worldmap]	Dead Harbor	Freeport	Мертвая Гавань						
M7_cave					Caves of the Devil's Breath	La Pesadilla	Пещеры Дьявольского Дыхания						
N7	13	6	wild	[outdoor][worldmap]	Dragon Nest	Freeport	Драконье Гнездо						
O7	14	6	sorrowland	[outdoor][worldmap]	Suburb of Istril	Freeport	Пригород Истриля						
O7_sewers					Sewers of Istril	La Pesadilla	Канализация Истриля						
O7_house					House	La Pesadilla	Покои						
O8	14	7	sorrowland	[outdoor][worldmap]	Port of Careless Winds	Freeport	Порт Беспечных Ветров						
O9	14	8	sorrowland	[outdoor][worldmap]	Mouth of Despair	Freeport	Устье Отчаяния						
O10	14	9	sorrowland	[outdoor][worldmap]	Lonely Light	Freeport	Одинокий Светоч						
P7	15	6	sorrowland	[outdoor][worldmap]	Istril	Freeport	Истриль						
P7_tavern					Tavern "Cheerful Passerby"	La Pesadilla	Таверна "Весёлый прохожий"						
P7_tower					Magic tower	La Pesadilla	Магическая башня						
P8	15	7	sorrowland	[outdoor][worldmap]	Coal Quarry	Freeport	Угольный карьер						
P9	15	8	wild	[outdoor][worldmap]	Sighted Hills	Freeport	Зрячие Холмы						
P9_tomb					Desecrated Source	La Pesadilla	Оскверненный Источник						
P9_mine					Burial Ground of Whispers	La Pesadilla	Могильник Шёпотов						
P9_mine2					Burial Ground of Whispers, lower tier	La Pesadilla	Могильник Шёпотов, нижний ярус						
P9_mine3					Last Shelter Damned	La Pesadilla	Последний Приют Проклятых						
P10	15	9	skyknight	[outdoor][worldmap]	Hidden Plateau	Freeport	Сокрытое Плато						
P10_tower1					Bastion Evening of Dawn, lower tier	La Pesadilla	Бастион Вечерней Зари, нижний ярус						
P10_cave					Dungeons of Bastion Evening of Dawn	La Pesadilla	Подземелья Бастиона Вечерней Зари						
P10_tower2					Bastion Evening of Dawn, high tier	La Pesadilla	Бастион Вечерней Зари, верхний ярус						
P11	15	10	north_kingdom	[outdoor][worldmap]	Gelid Coast	Freeport	Стылый Берег						
P12	15	11	north_kingdom	[outdoor][worldmap]	Rigordion	Rigordion	Ригордион						
P12_temple					Temple of Northern Gods	La Pesadilla	Храм Северных Богов						
R8	16	7	sorrowland	[outdoor][worldmap]	Royal Forest	Freeport	Королевский Лес						
R9	16	8	wild	[outdoor][worldmap]	Painful Fens	Freeport	Мучительные топи						
R10	16	9	wild	[outdoor][worldmap]	Sentry Forest	Freeport	Сторожевые леса						
R11	16	10	wild	[outdoor][worldmap]	Lake of Tears	Freeport	Озеро Слёз						
R11_tomb					Snow Halls	La Pesadilla	Снежные Залы						
R12	16	11	north_kingdom	[outdoor][worldmap]	Dream Valley	Freeport	Долина Сновидений						
R12_cave					Motionless Daydream	La	Застывшие Грёзы						
S11	17	10	wild	[outdoor][worldmap]	Lost Kingdom	Freeport	Потерянное Королевство						
S11_tomb					Metal Crypt	La Pesadilla	Металическая Гробница						
P6	15	5	sorrowland	[outdoor][worldmap]	Enchanted Valley	Freeport	Чародейская Долина						
O6	14	5	sorrowland	[outdoor][worldmap]	Istrilian Tract	Freeport	Истрильский Тракт						
N6	13	5	sorrowland	[outdoor][worldmap]	Sol-Laqueul	Freeport	Сол-Лаквиль						
M6	12	5	wild	[outdoor][worldmap]	Desolate Cape	Freeport	Пустынный Мыс						
R7	16	6	sorrowland	[outdoor][worldmap]	Kalion Ridge	Kalion Ridge	Хребёт Калиона						
R6	16	5	sorrowland	[outdoor][worldmap]	Dawn Lake	Dawn Lake	Рассветное Озеро						
P8_mine					Damn Mine	La Pesadilla	Проклятая шахта						
H5_tomb					Impervious Deadlock	La Pesadilla	Глухой тупик						
C13_tomb					Club Villains	La Pesadilla	Клуб Злодеев						
J11_cave					Stinking Hole	La Pesadilla	Смердящая нора						
NGZ					New Garand Z	La Pesadilla	Нью-Гаранд-Z						
NGZ_sewers					New Garand Sewers	Cloacas de New Garand	Канализация Нью-Гаранда
NGZ_temple					New Garand's Temple	Templo de New Garand	Храм Нью-Гаранда
NGZ_loreseekers					The Great Library	La Gran Biblioteca	Великая Библиотека
NGZ_warriors					The Warrior's Guild	Gremio de Guerreros	Гильдия Воинов
NGZ_dungeon					Unknown dungeon	Mazmorra desconocida	Безымянное подземелье
IM_manor2					Windchaser Manor	Mansión Windchaser	Особняк Виндчейзера
IM_manor3					Sansa House	Mansión	Дом Сансы
IM_manor4					Sansa House	Mansión	Дом Сансы
IM_manor5					Grateroll House	Mansión	Дом Грейтролла
IM_manor6					Sansa House	Mansión	Дом Сансы
J8_tower					Abandoned Workshop	La Pesadilla	Заброшенная Мастерская						
F10_house					Bandit Hut	La Pesadilla	Бандитская хата						
F10_dungeon					Halls of Pink Lanterns	La Pesadilla	Залы розовых фонарей						
G10_hideout					Bandit Warehouse	La Pesadilla	Бандитский склад						
G9_house					The Kidnappers' Lair	La Pesadilla	Логово похитителей						
I9_dungeon					Serene Shelter	La Pesadilla	Безмятежное убежище						
NG_rented_house					Rented Room	La Pesadilla	Съёмная комната						
H11_halluc	7	10	n_varsilia	[outdoor][worldmap]	Northwest Sagar Forest	Bosque Sagar Noroeste	Северо-запад леса Сагар	Floresta Sagar Noroeste	Nordwestlicher Sagar-Wald	Północnowschodni Las Sagar	Sagarský les - Severozápad	Kuzeybatı Sagar Ormanı 	Foresta Sagar Nordovest
G9_rented_house					Rented House	port	Съёмный дом						
NG_arena					Basement Arena	port	Подвальная арена						
J10_dungeon					Basement	port	Подвал						
H8_arena					House	port	Дом						
NG_house_2					Dorm, ground floor	port 	Общага, первый этаж
NG_house_3					Dorm, second floor	port 	Общага, второй этаж
IM_manor7					Abode of Magister Astutus	port	Обитель магистра Астутуса						
K11_house2					Lexus Dwelling	port	Жилище Лексуса						
H12_dungeon					A fake laboratory	port	Подставная лаборатория						
H6_2					Skull Island	port	Остров Черепа						
H7_tomb					Damned Old Crypt	port	Проклятый Старый Склеп 						
H9_tower					Old Tower	port	Старая башня 						
E13_cave2					Thyr Caves	port	Тхирские пещеры						
E13_tower1					Lower tier of Snow Tower	port	Нижний ярус Снежной башни						
E13_tower2					Middle tier of Snow Tower	port	Средний ярус Снежной башни						
E13_tower3					Upper tier of Snow Tower	port	Верхний ярус Снежной башни						
E13_tower4					Wizard's cabinet of Snow Tower	port	Кабинет Мага Снежной башни						
E13_tower5					Apex of Snow Tower	port	Вершина Снежной башни						
IM_manor8					Manor	Mansión	Особняк
C8_house					Hut	Hut	Хата
C7_house					Kiara's Office	Kiara's office	Офис Киары
C7_house2					Island pier	Island pier	Остров-причал
C13_pit2					Walls of Hopelessness	Walls of Hopelessness	Стены Безнадеги
I9_castle2					Castle Storme Walls	Castle Storme Walls	Стены замка Сторм
F9_house					Necromancer's House	Necromancer's House	Дом некромантки
G6_cave2					Cave	Cave	Пещера
D8_tower1					Abandoned Tower, lower tier	Abandoned	Заброшенная башня, нижний ярус 						
D8_tower2					Abandoned Tower, upper tier	Abandoned	Заброшенная башня, верхний ярус 						
I9_castle3					Castle Mae'Ran	Castle Mae'Ran	Замок Маэ'Ран
NG_arena2					Concert Arena	port	Концертная арена						
I10_house					Stalker's Lair	port	Логово сталкера						
O6_cave					Orc Cave	Orc Cave	Орочья пещера
O7_cave					Sewer Gap	Sewer Gap	Канализационный провал
O7_dungeon					Secret hideout	Secret hideout	Тайное убежище
R9_stash					Hiding place	Hiding place	Тайник
N7_2					Illusory world	Illusory world	Иллюзорный мир
N6_house					Office of governor of Sol-Laqueul	Office of governor of Sol-Laqueul	Кабинет губернатора Сол-Лаквиля
P7_dungeon					Basement of Royal Castle	Basement of Royal Castle	Подвал королевского замка						
P7_dungeon2					Royal Castle	Royal Castle	Королевский замок						
P7_dungeon3					Royal Castle	Royal Castle	Королевский замок						
P7_dungeon4					Royal Castle	Royal Castle	Королевский замок						
R8_dungeon					Old Royal Castle	Old Royal Castle	Старый королевский замок						
G8_house					Club	Club	Клуб
E10_house					Merry House	Merry House	Весёлый дом
I12_tower					Sorceress's Tower	Sorceress's Tower	Башня Волшебницы
H12_2					Lair of Spirit of Envy	Lair of Spirit of Envy	Логово духа зависти
