spawn_ID	race	class	minlevel	maxlevel	weapon_id	defense	resist	movement	attributes	loot	sprite	Size	Skillset	AI	faction	gender	portrait	onDieConditions	onDieActions	onAggroSound	onDieSound
bandit_male_elite		rogue	5	7	bluesteel_shortsword	2		1		bandit_5	male_red_ssword	1	stab#0,1	patroller	bandits	M	0				
bandit_male_assasin		rogue	8	11	bluesteel_dagger_poison	5		1		bandit_5	male_black_ssword	1	stab#2	patroller	bandits	M	0				
outlaw		warrior	7	10	steel_longsword	3		1	[shield]	outlaw	male_leather	1	bash#1	patroller	enemy	M	0				
outlaw_archer		rogue	7	10	long_bow	2		1		outlaw	male_archer	1	archery#0,1	patroller	enemy	M	0				
outlaw_chief	miniboss	warrior	10	12	bluesteel_longsword	6		1	[shield]	outlaw_chest_10	male_mail	1	"flurry#2;resilience#1"	patroller	enemy	M	0				
outlaw_archer_elite		rogue	10	12	long_bow	3		1		outlaw_elite_archer	male_archer	1	archery#2	patroller	enemy	M	0				
outlaw_king	miniboss	rogue	16	16	poison_bow_tier4	6		1		bandit_king	male_archer	1.05	"archery#3;precission_shots#1;massive_criticals#1"	patroller	enemy	M	0				
male_nightblade		rogue	10	12	bluesteel_dagger_poison	5		1		nightblade	male_black_ssword	1	"stab#3;assassinate#1"	patroller	enemy	M	0				
female_nightblade		rogue	10	12	bluesteel_dagger_poison	5		1		nightblade	female_purple_ssword	1	"stab#3;assassinate#1"	patroller	enemy	F	0				
cultist_male		warrior	2	6	iron_dagger	0		1		bandit_5	male_black_ssword	1		patroller	enemy	M	0				
adventurer_1		warrior	2	5	iron_shortword	3		1	[shield]		female_purple_ssword	1		patroller	player	F	1				
adventurer_2		warrior	2	5	iron_shortword	3		1	[shield]		male_red_ssword	1		patroller	player	M	1				
adventurer_3	strong	warrior	4	7	iron_longsword	4		1	[shield]		female_leather	1		patroller	player	F	1				
adventurer_4	strong	warrior	4	7	iron_longsword	4		1	[shield]		male_leather	1		patroller	player	M	1				
cultist_leader_ng	miniboss	rogue	3	7	bluesteel_shortsword	1		1	[detector]	cultist_leader_ng	male_red_ssword	1	stab#2	patroller	enemy	M	16		"setVariable#want_letter_back,80;ItemHide#grate1;ItemWalkable#grate1;ItemHide#grate2;ItemWalkable#grate2"		
horton	strong	rogue	4	6	steel_shortsword	2		1		bandit_5	male_red_ssword	1	stab#1	civilian	neutral	M	16				
horton_thug		rogue	2	4	iron_shortsword	0		1		bandit_5	male_black_ssword	1		civilian	neutral	M	0				
erhar	strong	rogue	4	5	iron_shortsword	2		1		quest_g9_erhar	male_green	1		civilian	neutral	M	16		"SetVariable#dont_shoot_messenger,110;GainXP#150"		
erhar_hostile		rogue	4	5	iron_shortsword	2		1			male_green	1		patroller	enemy	M	16		SetVariable#honor_among_thieves,55		
necromancer_lord	miniboss	warrior	7	9	greatsword_ice	3	50,50,50,0,0,0	1	[detector]	necromancer	"male_tunic_red;composite/male_mainhand_greatsword"	1		patroller	enemy	M	16		setVariable#forgotten_lore,80		
necromancer_D9	miniboss	cleric	13	14	death_ray_15	1	50,50,50,0,0,0	1	[detector]	D9_necromancer	male_tunic_blue	1	heal_wounds#2	patroller	enemy	M	16		setVariable#D9_necro_dead,1		
conjurer_14		cleric	14	14	lightning2	1	50,50,50,40,40,40	1	[detector]	shock_imp	male_tunic_blue	1	heal_wounds#2	patroller	neutral	M	16				
conjurer_14_female		cleric	14	14	lightning2	1	50,50,50,40,40,40	1	[detector]	shock_imp	"composite/female_tunic_blue;composite/female_head_hood"	1	heal_wounds#2	patroller	neutral	F	52				
riella	strong	warrior	4	4	iron_shortsword	2		1			female_white	1		civilian	neutral	F	16		SetVariable#forgotten_lore,95		
fast_foot	human	warrior	7	10	steel_longsword	12		1			male_var_leader	1.1		patroller	player	M	0		SetVariable#price_of_freedom,80		
adaon_tutorial	boss	strong	3	3	steel_longsword	20		1			adaon	1		patroller	player	M	21				
grissenda	npc	warrior	2	2		0		1			grissenda	1		patroller	player	F	14				
adaon	npc	rogue	3	3		0		1			adaon	1		patroller	player	M	21				
hirge	npc	cleric	6	7		0		1			grissenda	1		patroller	player	F	24				
rodney	strong	warrior	3	4	iron_dagger	1		1		rodney	male_black_ssword	1		civilian	neutral	M	18		SetVariable#seed_of_trust,200		
liserpix	strong	warrior	6	6	steel_longsword	4		1		liserpix	female_purple_ssword	1		civilian	neutral	F	31		SetVariable#safe_passage,200		
niur	strong	warrior	3	6	iron_dagger	5		1		niur	male_red	1		patroller	neutral	M	7	VariableLower#prisoner_orcs,100	SetVariable#prisoner_orcs,200		
teram		warrior	2	3	iron_dagger	3		1			male_black	1		patroller	neutral	M	8	VariableLower#goblin_hunt2,100	SetVariable#goblin_hunt2,30		
trix	weak	warrior	9	9	shock_claw	2	-25,-25,200,0,0,0	1		shock_imp	adt_sparkling	1		patroller	player	M	24			"goblin-7;goblin-11;goblin-13"	
female_priestess		cleric	10	10	steel_longsword	6		1	[shield]		female_knight	1		patroller	player	F	29				
imp_greater	strong	warrior	7	9	fire_shot	2	200,-50,0,0,0,0	1	[outsider]	fire_imp	adt_imp	1		patroller	enemy	M	0			"goblin-7;goblin-11;goblin-13"	
vigilant_knight	strong	warrior	7	11	bluesteel_longsword	8		1	[detector][shield]	knight	male_knight	1	"duel#2;resilience#2"	patroller	neutral	M	25		StartConversation#vigilant_knight,knight_defeated		
mercenary		warrior	4	7	steel_longsword	2		1	[shield]	bandit_5	male_leather	1		patroller	neutral	M	0				
varaol	miniboss	warrior	7	9	bluesteel_longsword	4		1	[shield]	varaol	male_mail	1		patroller	neutral	M	31		SetVariable#varaol_dead,1		
guild_mercenary		warrior	8	8	steel_longsword	4		1	[shield]		male_leather	1		patroller	player	M	0				
friguld_guard		warrior	11	11	steel_longsword	4	0,0,0,0,250,0	1	[shield]		male_leather	1		patroller	player	M	0				
friguld_captain	strong	warrior	16	16	bluesteel_greatsword	6	0,0,0,0,250,0	1	[shield]		male_knight	1	"duel#2;resilience#2"	patroller	player	M	0				
dumek	miniboss	warrior	12	12	bluesteel_longsword	18		1	[immortal][shield]		male_knight	1		patroller	player	M	32		setVariable#dumek_dead,1		
orc_warlord_xurta	miniboss	warrior	10	11	bluesteel_greatsword	5	25,20,0,0,50,0	1	[orc][shield]	orc_king	adt_orc_warrior	1.25	"whirlwind#1;bash#1"	patroller	enemy	M	0		"setVariable#kb_fort_conquered,1;setVariable#fort_assault,90;NPCDespawn#routing_orc"	"orc;orc2"	
wyvern	strong	warrior	10	12	wyvern_claw	8	"""0,40,40,20,20,0"""	1		wyvern2	wyvern	1.1		patroller	enemy	M	0			monster_deep_3	
tolassian_priest	miniboss	cleric	9	11	death_ray	5	0,0,0,100,100,0	1	[undead]	skeleton	skeleton_knight	1		patroller	enemy	M	0	VariableLower#dark_matters,15	setVariable#dark_matters,15	"skeleton1;skeleton2;skeleton3"	
urcrymdrax	boss	warrior	16	16	ice_claw_15	11	"""-30,200,40,0,0,0"""	1.1	[detector][giant]	dragon_lite	wyvern_white	1.5		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
faazvolfrul	boss	warrior	17	17	fire_claw_15	11	"""300,-30,100,0,0,0"""	1.1	[detector][fire_elemental][giant]	dragon	wyvern_red	1.5		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
wyvern_whelp	strong	warrior	8	9	wyvern_claw_small	5	0,0,-50,0,0,0	1		wyvern	wyvern	0.8		patroller	enemy	M	0			monster_deep_3	
fire_drake	strong	warrior	10	11	fire_claw_10	5	300,-25,0,0,0,0	1		fire_drake	wyvern_red	0.8		patroller	enemy	M	0			monster_deep_3	
ice_drake	strong	warrior	10	11	ice_claw_10	5	"""-25,300,0,0,0,0"""	1		ice_drake	wyvern_white	0.8		patroller	enemy	M	0			monster_deep_3	
young_ice_wyrm	miniboss	warrior	10	10	ice_claw_10	5	"""-25,300,0,0,0,0"""	1	[ice_elemental]	E10_ice_drake	wyvern_white	0.8		patroller	enemy	M	0			monster_deep_3	
janod	miniboss	wizard	14	14	fire_shot2	10	40,40,40,40,40,40	1			male_tunic_blue	1		patroller	player	M	35				
druid		cleric	7	8	fire_shot	2	30,30,30,30,30,0	1	[detector]	druid	male_tunic_grey	1	heal_wounds#1	patroller	beasts	M	0				
druid_rhoneis		cleric	7	7	fire_shot	2	30,30,30,30,30,0	1	[detector]	druid	male_tunic_grey	1	heal_wounds#1	patroller	beasts	M	45	VariableLower#wild_mystery,100	"setVariable#wild_mystery,100;GainXP#400"		
druid_bodyguard	strong	warrior	6	8	steel_longsword	3		1	[shield]	varannari_warrior	male_var_warrior	1.1		patroller	beasts	M	0				
human_werewolf	strong	rogue	4	5	iron_shortsword	2		1			male_green	1		civilian	neutral	M	16				
enraged_werewolf	miniboss	warrior	8	10	bluesteel_greatsword	-2	60,60,60,60,60,0	0.9	[shapechanger]		werewolf_clothed	0.9	fury#2	patroller	beasts	M	0		"SetVariable#mad_wizard,50;ItemHide#grateshop1;ItemWalkable#grateshop1;ItemHide#grateshop2;ItemWalkable#grateshop2;IncVariable#REP_seventhhouse,5"	monster_deep_3	
bafrat	miniboss	rogue	7	7	bluesteel_shortsword	4		1		assasin	male_red_ssword	1	stab#2	civilian	neutral	M	58		StartConversation#bafrat,bafrat_defeated		
centurion_kanum	boss	warrior	15	20	bluesteel_longsword	25	50,50,50,80,80,80	1	[shield]		male_knight	1	"whirlwind#1;resilience#2"	patroller	player	M	52				
madman_sargos	boss	warrior	14	14	bluesteel_greatsword	14	50,50,50,80,80,80	1	[shield]		male_slave	1.15	"whirlwind#2;resilience#2;fury#3"	patroller	neutral	M	60		StartConversation#madman_sargos,ng_sargos_defeated		
druid_tyogos	miniboss	cleric	11	11	fire_shot2	0	30,30,30,30,30,0	1	[detector]	tyogos	male_tunic_grey	1.05	heal_wounds#2	patroller	beasts	M	0				
bodyguard_surtag	miniboss	warrior	11	11	greatsword_cruelty	9	30,30,30,30,30,0	1	[shield]	surtag	male_var_warrior	1.15	"whirlwind#2;resilience#2"	patroller	beasts	M	0				
xidar	boss	cleric	14	14	death_ray	8	50,50,50,80,80,80	1	[detector]	xidar	female_var	0.9	holy_shield#4	patroller	beasts	F	36		"setVariable#web_terror,90;ItemHide#barrier1;ItemWalkable#barrier1;ItemHide#barrier2;ItemWalkable#barrier2"		
lich_G7	boss	cleric	17	17	death_ray_epic	12	120,20,0,180,180,0	1.1	[detector][undead][ghost]	lich_18	skeleton_mage_high	1.05	holy_shield#4	patroller	enemy	M	0				
lich_H7	boss	cleric	17	17	death_ray_epic	12	120,20,0,180,180,0	1.1	[detector][undead][ghost]	"h7_high_priest;lich"	skeleton_mage_high	1.05	holy_shield#4	patroller	enemy	M	0				
lich_H10	boss	cleric	18	18	lightning_epic	12	120,20,0,180,180,0	1.1	[detector][undead][ghost]	"h10_lich;lich"	skeleton_mage_high	1.05	holy_shield#4	patroller	enemy	M	0				
mausoleum_lich	boss	cleric	17	17	death_ray_epic	12	120,20,0,180,180,0	1.1	[detector][undead][ghost]	"mausoleum_lich;lich"	skeleton_mage_high	1.05	holy_shield#4	patroller	enemy	M	0				
rogue_archer_8		rogue	7	9	long_bow	3		1		bandit_chest_6	male_archer	1	archery#1	patroller	player	M	0				
rogue_melee_8		warrior	7	9	steel_longsword	4		1	[shield]	bandit_chest_6	male_leather	1	bash#1	patroller	player	M	0				
rodo	miniboss	rogue	9	9	bluesteel_longsword	4	30,30,30,30,30,0	1	[shield]	assasin	male_mail	1	stab#3	patroller	neutral	M	75	VariableLower#smugglers_night,50	SetVariable#smugglers_night,50		
rogue_archer_12		rogue	11	13	long_bow	3		1		bandit_chest_6	male_archer	1	archery#2	patroller	player	M	0				
rogue_melee_12		warrior	11	13	steel_longsword	4		1	[shield]	bandit_chest_6	male_leather	1	bash#1	patroller	player	M	0				
nifuruc	miniboss	rogue	14	14	bluesteel_longsword	4	30,30,30,30,30,30	1	[shield]	assasin	male_mail	1	"stab#3;flurry#2"	patroller	player	M	75	VariableLower#honor_among_thieves,90	SetVariable#honor_among_thieves,90		
kardagis	miniboss	rogue	16	18	magma_shortsword	12	30,30,30,30,30,0	1	[detector]	bandit_5	female_purple_ssword	1	stab#4	patroller	player	F	26				
knight		warrior	12	12	bluesteel_longsword	10	50,50,50,80,80,20	1	[shield]		male_knight	1	"whirlwind#1;resilience#2"	patroller	player	M	49				
female_knight		warrior	12	12	bluesteel_longsword	10	50,50,50,80,80,20	1	[shield]		female_knight	1		patroller	player	F	21				
raegar		warrior	8	8	steel_longsword	4		1	[shield]	bandit_chest_6	male_leather	1	bash#1	patroller	player	M	74	VariableLower#those_in_need,100	SetVariable#those_in_need,30		
renda_windstrike	miniboss	warrior	16	16	sword_flaming_2	10	100,100,100,100,100,100	1.1	[detector][shield]	renda_D8	female_leather	1	"resilience#4;heavyhand#3;duel#3"	patroller	neutral	F	22				
renda_windstrike_hostile	miniboss	warrior	16	16	sword_flaming_2	10	100,100,100,100,100,100	1.1	[detector][shield]	renda_D8	female_leather	1	"resilience#4;heavyhand#3;duel#3"	patroller	enemy	F	22				
gurr	miniboss	warrior	13	13	war_maul	6	"""-25,40,40,40,0,0"""	1	[aberration][regeneration]	troll_king	troll	1.1	bash#3	patroller	neutral	M	77		SetVariable#odd_couple,200	monster_deep_3	
gurr_hostile	miniboss	warrior	13	13	war_maul	6	"""-25,40,40,40,0,0"""	1	[aberration][regeneration]	troll_king	troll	1.1	bash#3	patroller	enemy	M	77		SetVariable#odd_couple,200	monster_deep_3	
mad_monk		warrior	10	10	bluesteel_hammer	2	30,30,30,30,30,0	1.1		monk	male_slave	0.95	bash#2	patroller	enemy	M	0				
mad_monk_healer		cleric	10	10	bluesteel_hammer	2	30,30,30,30,30,0	1.1		monk	female_slave	0.95	heal_wounds#2	patroller	enemy	F	0				
travelling_monk		warrior	8	10	bluesteel_hammer	2	30,30,30,30,30,0	1.1		monk	male_slave	0.95	bash#2	patroller	player	M	6				
master_monk	miniboss	warrior	12	12	bluesteel_hammer	3	30,30,30,30,30,0	1.1		monk_master	male_red	1.05	"bash#3;resilience#3"	patroller	enemy	M	0				
primzar	strong	cleric	12	12	lightning2	3	30,30,30,30,30,0	1.1		D8_primzar	male_tunic_blue	1	holy_shield#4	patroller	enemy	M	78				
leanna_assassin	strong	rogue	11	11	bluesteel_dagger_poison	5	50,50,50,80,80,0	1		D9_leanna_assassin	female_white	1	"stab#3;assassinate#2"	patroller	neutral	F	32				
zenmo		warrior	9	9	iron_dagger	3	50,50,50,80,80,80	1.1			male_black	1		patroller	neutral	M	36	VariableLower#prisoners_dilemma,100	SetVariable#prisoners_dilemma,90		
sulidar	strong	rogue	10	10	iron_dagger	20	50,50,50,80,80,80	1.1			male_green	1		patroller	player	M	28	VariableLower#lost_good_book,80	SetVariable#lost_good_book,80		
D8_werewolf	miniboss	warrior	14	14	bluesteel_shortsword	1	60,60,60,60,60,0	1.2	[shapechanger][shield]		werewolf_clothed	1	"fury#2;heavyhand#2"	patroller	beasts	M	0			monster_deep_3	
jailer		warrior	10	10	bluesteel_hammer	2	30,30,30,30,30,0	1		monk	male_slave	1.05	bash#2	patroller	enemy	M	0				
knight_hostile		warrior	12	12	bluesteel_longsword	10	30,30,30,30,30,0	1	[shield]	knight	male_knight	1	"resilience#1;duel#2"	patroller	enemy	M	0				
female_knight_hostile		warrior	12	12	bluesteel_longsword	10	30,30,30,30,30,0	1	[shield]	knight	female_knight	1	"resilience#1;duel#2"	patroller	enemy	F	0				
hostile_decurion	miniboss	warrior	14	15	bluesteel_greatsword	15	30,30,30,30,30,0	1	[shield]	decurion	male_knight	1.05	"resilience#2;duel#2;bash#2"	patroller	enemy	M	0				
witch	strong	cleric	11	11	death_ray	3	50,50,50,50,50,30	1	[detector]	witch	female_var	0.9	"holy_shield#2;heal_wounds#2"	patroller	enemy	F	0				
witch_greater	strong	cleric	13	16	death_ray_15	4	50,50,50,50,50,30	1	[detector]	varannari_hag	female_var	1	heal_wounds#3	patroller	enemy	F	0				
D8_nightwalker	miniboss	warrior	12	12	nightwalker_touch	25	90,90,-100,90,90,50	1.05	[undead][ghost][shield]	D8_nightwalker	ghost	1.25		patroller	enemy	M	0	VariableLower#ancient_verses,100	SetVariable#ancient_verses,100	skeleton3	
NI_nightwalker	miniboss	warrior	12	12	nightwalker_touch	25	90,90,-100,90,90,50	1.05	[undead][ghost][shield]	NI_nightwalker	ghost	1.25		patroller	enemy	M	0		SetVariable#collectionist,90	skeleton3	
elemental_earth_lesser	strong	warrior	9	9	steel_longsword	5	90,70,70,70,-75,65	0.95	[outsider]	rock_golem	golem_rock	0.7		patroller	enemy	M	0			monster_deep_3	
elemental_earth	strong	warrior	13	13	war_maul_heavy	12	120,120,120,180,-75,65	0.95	[detector][shield][outsider]	rock_golem	golem_rock	0.85		patroller	enemy	M	0			monster_deep_3	
elemental_acid		warrior	12	12	acid_touch	3	90,90,80,250,250,100	0.95	[detector][toxic_elemental][outsider]		golem_green	0.8		patroller	enemy	M	0			monster_deep_3	
golem_iron_lesser	strong	warrior	12	12	giant_punch	4	20,60,250,250,250,70	0.9			golem	0.8		patroller	enemy	M	0			monster_deep_3	
golem_iron	strong	warrior	15	15	giant_punch	9	90,10,250,250,250,70	0.9		iron_golem	golem	1		patroller	enemy	M	0			monster_deep_3	
hill_giant	strong	warrior	15	15	giant_punch	5	0,80,30,60,60,30	1.1	[giant]	giant	giant	1.07	bash#2	patroller	enemy	M	0			"giant1;giant2"	
hill_giant_chieftain	miniboss	warrior	16	17	giant_punch	5	0,80,30,60,60,30	1.1	[giant]	"giant;humanoid_boss;shards_boss_low"	giant	1.1	bash#3	patroller	enemy	M	0			"giant1;giant2"	
D13_giant_chief	boss	warrior	19	19	giant_punch	8	0,80,30,60,60,30	1.1	[giant]	"giant;humanoid_boss;D13_giant"	giant	1.16	bash#3	patroller	enemy	M	0			"giant1;giant2"	
ice_giant	strong	warrior	15	15	ice_punch_2	5	-40,100,30,60,60,30	1	[giant]	ice_giant	ice_giant	1.07	bash#2	patroller	enemy	M	0			"giant1;giant2"	
ghostly_scribe	miniboss	warrior	9	11	wraith_touch	20	-25,-25,-40,100,100,0	1.05	[undead][ghost][detector]		ghost	1		patroller	neutral	M	79			skeleton2	
mercia_royal_1	miniboss	warrior	16	16	shock_elemental_epic	4	0,0,300,180,180,0	0.9	[detector][undead][shield]	mercia_royal_1	skeleton_mage	1.1		patroller	enemy	M	0		"ItemHide#grate_royal_1;ItemWalkable#grate_royal_1"		
mercia_royal_2	miniboss	warrior	15	15	paralysis_epic	4	0,0,0,180,180,0	0.9	[detector][undead][shield]	mercia_royal_2	death_knight	1.1		patroller	enemy	M	0		"ItemHide#grate_royal_2;ItemWalkable#grate_royal_2"		
mercia_royal_3	miniboss	warrior	17	17	ice_claw_15	4	"""-80,180,180,180,180,30"""	0.9	[detector][undead][shield]	mercia_royal_3	adt_skeleton	1.1		patroller	enemy	M	0		"ItemHide#grate_royal_3;ItemWalkable#grate_royal_3"		
mercia_royal_4	miniboss	warrior	16	16	poison_claw_18	4	"""-80,180,180,180,180,30"""	0.9	[detector][undead][shield][toxic_aura]	mercia_royal_4	adt_zombie	1.1		patroller	enemy	M	0		"ItemHide#grate_royal_4;ItemWalkable#grate_royal_4"		
mercia_royal_5	miniboss	warrior	18	18	nightwalker_touch	4	"""-80,180,180,180,180,30"""	0.9	[detector][undead][shield]	mercia_royal_5	skeleton_mage_high	1.1	flurry#2	patroller	enemy	M	0		"ItemHide#grate_royal_5;ItemWalkable#grate_royal_5"		
mercia_royal_6	miniboss	warrior	15	15	fire_claw_15	6	120,0,0,180,180,0	0.85	[detector][undead][shield]	mercia_royal_6	skeleton_knight	1	"resilience#2;duel#3"	patroller	enemy	M	0		"ItemHide#grate_royal_6;ItemWalkable#grate_royal_6"		
mercia_royal_7	boss	warrior	19	19	poison_claw_18	5	"""180,180,180,180,180,-30"""	1	[detector][shadow][shield]	mercia_royal_7	male_knight	1.25	"flurry#2;duel#3"	patroller	enemy	M	0		"ItemHide#grate_royal_7;ItemWalkable#grate_royal_7"		
J10_laertes	strong	warrior	7	10	steel_longsword	4	100,50,50,20,20,0	1		laertes	male_mail	1		patroller	player	M	84		setVariable#world_stage,110		
H7_jarbad	strong	warrior	12	12	bluesteel_greatsword	4		1			male_knight	1	bash#2	patroller	player	M	84	VariableGreater#human_resources,10	setVariable#human_resources,80		
steel_thunder	strong	warrior	12	12	greatsword_thunder	4		1		h7_steel	female_var_warrior	1.1	flurry#2	patroller	player	F	0	VariableGreater#human_resources,10	setVariable#human_resources,70		
manticore_whelp	miniboss	warrior	12	12	manticore_small	6	120,40,120,120,300,40	1.25	[detector]		manticore	1		patroller	enemy	M	0	"VariableEqual#world_stage,60;NPCIsntDead#laertes"	"setVariable#world_stage,70;Startconversation#laertes,J10_island_laertes"	monster_deep_3	
manticore_costume		warrior	1	1	wyvern_claw	5		1.05			manticore	1		civilian	neutral	M	0			monster_deep_3	
J10_laertes_hostile	miniboss	warrior	12	12	steel_longsword	8	100,50,50,50,100,0	1	[shield]	laertes	male_mail	1	duel#2	patroller	enemy	M	84		setVariable#world_stage,110		
J9_duremas	boss	cleric	15	15	maul_corrosion	13	40,40,80,80,80,60	1		J9_duremas	"composite/male_plate;composite/male_head_hood;composite/male_mainhand_maul"	1	"holy_shield#4;heal_wounds#3;arbenos_might#3"	patroller	enemy	M	87		setVariable#abyss_gazed,50		
batrax_kakrak	miniboss	rogue	10	10	ice_blast	3	0,80,30,250,25,25	1		J9_kakrak	batrax_red	1.1		patroller	enemy	M	0			batrax	
batrax_elleira		rogue	6	9	steel_longsword	1	0,40,30,30,25,0	1		batrax	batrax	1	"stab#1,2;sneak_attack#1,2"	patroller	neutral	F	0			batrax	
white_dragon	boss	warrior	16	18	ice_claw_15	11	"""-30,200,40,0,0,0"""	1.1	[detector][giant]	"dragon;consumables_16;shards_boss"	wyvern_white	1.5		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
red_dragon	boss	warrior	17	20	fire_claw_15	11	"""300,-30,100,0,0,0"""	1.1	[detector][fire_elemental][giant]	"dragon;consumables_16;shards_boss"	wyvern_red	1.5		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
green_dragon	boss	warrior	14	17	poison_claw_15	7	"""50,50,50,0,300,0"""	1.1	[detector][giant]	"dragon_lite;consumables_16;shards_boss_low"	wyvern	1.4		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
red_dragon_elder	boss	warrior	22	22	fire_claw_15	13	"""300,-30,100,0,0,0"""	1.1	[detector][fire_elemental][giant]	"dragon;consumables_16"	wyvern_red	1.6		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
zombie_dragon	boss	warrior	19	19	poison_claw_15	7	"""-100,50,50,100,300,0"""	1.1	[detector][giant][toxic_aura]	"dragon;consumables_16;shards_boss_fixed"	wyvern	1.4		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
saaldarmelar	boss	warrior	19	19	poison_claw_18	11	"""50,50,50,0,300,0"""	1.1	[detector][giant][toxic_aura]	"dragon;consumables_16"	wyvern	1.5		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
xambyr	boss	warrior	21	21	fire_claw_18	13	"""300,-30,100,0,0,0"""	1.1	[detector][fire_elemental][giant]	dragon	wyvern_red	1.6		patroller	enemy	M	0		setVariable#dragonslayer,1	monster_deep_2	
minotaur_warlord	miniboss	warrior	12	14	mino_greataxe	7	20,70,20,20,70,0	1	[beast]	"humanoid_boss;shards_boss_low"	adt_minotaur_warrior	1.2	"fury#3;precission_strikes#2;massive_criticals#1"	patroller	enemy	M	0			"monster_deep_1;monster_deep_2;monster_deep_3"	
lich	boss	cleric	17	20	death_ray_lich	10	120,20,0,120,120,0	1.1	[detector][undead][ghost]	"lich;consumables_16;consumables_16;shards_boss"	skeleton_mage_high	1.05	holy_shield#4	patroller	enemy	M	0				
manticore_great	miniboss	warrior	16	16	manticore_great	6	120,40,120,120,300,20	1.25	[detector][giant][beast]	"dragon_lite;manticore;shards_boss_low"	manticore	1.4		patroller	enemy	M	0			monster_deep_3	
manticore	strong	warrior	14	14	manticore	4	120,40,120,120,300,10	1.25	[beast]	manticore	manticore	1.25		patroller	enemy	M	0			monster_deep_3	
manticore_lesser	strong	warrior	11	11	manticore_small	4	120,40,120,120,300,40	1.25	[beast]		manticore	1		patroller	enemy	M	0			monster_deep_3	
troll_marauder	miniboss	warrior	14	14	war_maul_heavy	10	"""-20,40,40,40,0,0"""	1.2	[aberration][regeneration][detector]	"troll_king;humanoid_boss;shards_boss_low"	troll	1.2	"fury#1;bash#2"	patroller	enemy	M	0			monster_deep_3	
ursan_chief	miniboss	warrior	11	13	bluesteel_greataxe	5	30,30,-20,30,30,0	1	[beast]	"ursan;humanoid_boss"	ursan	0.9	"whirlwind#0,2;bash#0,2"	patroller	beasts	M	0			"monster_deep_1;monster_deep_2;monster_deep_3"	
skeleton_warlord	miniboss	warrior	12	13	sword_ice_2	6	0,70,0,180,180,0	1	[undead][shield]	"skeleton_champion;humanoid_boss"	skeleton_knight	1	"duel#2;resilience#2;bash#2"	patroller	enemy	M	0			"skeleton1;skeleton2;skeleton3"	
zuzsare	boss	cleric	16	16	flame_strike_epic	8	300,150,150,150,40,80	1	[detector][fire_elemental]	"humanoid_boss;zuzsare;consumables_16"	"composite/female_tunic;composite/female_head3"	1	heal_wounds#4	patroller	player	F	56	"VariableGreater#prodigal_daughter,10;VariableLower#prodigal_daughter,80"	setVariable#prodigal_daughter,80		
zuzsare_hostile	boss	cleric	16	16	flame_strike_epic	8	300,150,150,150,40,80	1	[detector][fire_elemental]	"humanoid_boss;zuzsare;consumables_16"	"composite/female_tunic;composite/female_head3"	1	heal_wounds#4	patroller	enemy	F	56	"VariableGreater#prodigal_daughter,10;VariableLower#prodigal_daughter,80"	setVariable#prodigal_daughter,80		
undermother	boss	cleric	24	24	undermother_bite	33	250,250,250,250,0,90	1	[beast][shield][giant]	"dragon;consumables_16;undermother"	adt_antilion	1.6	heal_wounds#3	patroller	neutral	F	33	VariableEqual#prodigal_daughter,90	"setVariable#prodigal_daughter,110;GainXP#5000;SetVariable#um_unweakened,1"	insect	
undermother_weak	boss	cleric	24	24	undermother_bite_weak	7	100,100,100,100,-50,45	1	[beast][shield][giant]	"dragon;consumables_16;undermother"	adt_antilion	1.6	heal_wounds#3	patroller	enemy	F	33	VariableEqual#prodigal_daughter,90	"setVariable#prodigal_daughter,110;GainXP#5000"	insect	
lesser_werewolf	strong	warrior	12	12	bluesteel_greatsword	0	0,60,20,20,20,0	0.9	[shapechanger][beast]		werewolf	0.75	fury#1	patroller	beasts	M	0			monster_deep_3	
wild_werewolf	strong	warrior	13	14	bluesteel_greatsword	1	0,60,20,20,20,0	0.9	[shapechanger][beast]	werewolf	werewolf	0.8	fury#3	patroller	beasts	M	0			monster_deep_3	
D12_werewolf_ahroun	miniboss	warrior	16	16	bluesteel_greatsword	6	0,60,20,20,20,0	1.1	[shapechanger][beast]	humanoid_boss	werewolf	1.1	"fury#3;duel#2"	patroller	beasts	M	0		"setVariable#outpost_defense,50;NPCDespawn#attack"	monster_deep_3	
D11_greater_demon	boss	warrior	22	22	fire_claw_15	3	0,0,200,200,200,40	1	[detector][fire_elemental][giant][outsider]	"D11_greater_demon;greater_demon"	demon	1.3		patroller	enemy	M	0			monster_deep_2	
mamba	weak	warrior	7	9	mamba_bite	0	0,-40,0,20,300,10	1	[beast]		snake	0.75		patroller	beasts	M	0			snake	
giant_mamba		warrior	12	13	mamba_bite_large	2	0,-40,0,20,300,10	1	[beast]	mamba	snake	1.15		patroller	beasts	M	0			snake	
