Weapon_ID	name	min_damage	max_damage	crit_chance	crit	Speed	reach	2-handed	ranged	light	range_speed	ranged_type	sprite	damage_type	secondary damage	secondary type	proc_type	proc_chance	proc_level	slash_sprite
1longsword_death_2	Starmetal Longsword	8	13	6	200	10	1								5	d				
1longsword_paladin	Paladin Longsword	9	14	6	200	10	1								7	p				
1sword_ice_2	ICe Sword 2	8	13	6	200	10	1								6	c				
1sword_ice_3	Ice Sword 3	9	14	6	200	10	1								7	c	slow	6	3				
1sword_ice_4	Ice Sword 4	11	16	6	200	10	1								10	c	stun	5	1				
1sword_shock	Shock Sword	7	11	6	200	10	1								4	s				
1sword_shock_2	shock Sword 2	9	14	6	200	10	1								6	s				
1sword_shock_3	shock Sword 3	9	14	6	200	10	1								7	s				
1sword_toxic_4	Poison sword	11	16	6	200	10	1								8	t				
1hammer_shock	Thunder	8	9	6	200	11	1			1					4	s				
1hammer_corrosion	Warhammer of Corrosion	8	9	6	200	11	1			1					5	t				
1hammer_despair	Despair	9	11	6	200	11	1			1					5	t				
1hammer_fire_2	Magma Warhammer	9	11	6	200	11	1			1					5	f				
1hammer_ice_2	Silversmith Hammer	9	11	6	200	11	1			1					4	c				
1adamantite_shortsword		12	17	6	200	12	1			1										
1adamantite_longsword		16	22	6	200	10	1													
1adamantite_greatsword		17	27	4	200	9	1	1												
1tech_sword		14	20	6	200	10	1								9	s	emp	20	2	
1tech_maul		15	25	4	200	8	1	1							11	s	emp	25	3	
1tech_dagger		10	16	6	200	12	1			1					7	s	emp	15	1	
1tech_bow		8	11	5	200	15	8	1	1				ion		7	s	emp	15	1	
1maul_corrosion	Maul corrosion	10	18	3	200	8	1	1							5	t				
1maul_disease	Maul disease	10	18	3	200	8	1	1							6	t	slow	6	3	
1maul_fire	Fire Maul	9	17	3	200	8	1	1							3	f				
1maul_ice	ice Maul	9	17	3	200	8	1	1							4	c				
1maul_garrak	Maul of Garrak	11	19	4	200	8	1	1							8	s				
1maul_desecration	Maul of Desecration	10	18	4	200	8	1	1							8	d				
1maul_vindicator	Vindicator	10	18	4	200	8	1	1							6	p				
1greatsword_ice	Icy Greatsword	8	16	4	200	9	1	1							5	c				
1greatsword_ice2	Icy Greatsword	9	18	4	200	9	1	1							5	c				
1greatsword_cruelty	Cruelty Greatsword	9	18	4	200	9	1	1							5	f				
1greatsword_cruelty2	Cruelty Greatsword	10	19	4	200	9	1	1							8	f				
1greatsword_cruelty3	Cruelty Greatsword	13	22	4	200	9	1	1							10	f				
1greatsword_thunder	Thunder	9	18	4	200	9	1	1							6	s				
1magma_shortsword	Ice Shortsword	6	11	6	200	11	1			1					6	f				
1spirit_shortsword	sonnet	6	11	6	200	12	1			1					6	p				
1spirit_claymore	Spirit Cleaver	10	19	4	200	9	1	1							6	p				
1spirit_hammer	Spirit Hammer	9	12	6	200	11	1			1					5	p				
1deathclaw_dagger	Ice Shortsword	6	10	7	200	11	1			1					4	d				
1ice_shortsword	Ice Shortsword	5	8	6	200	12	1			1					3	c				
1righteousness	Righteousness	12	13	7	200	10	1													
1ice_mace	Winter Fist	9	11	5	200	9	1								3	c				
1ice_mace2	Glacier Stone	10	13	5	200	9	1								6	c				
1death_mace2	Screaming Mace	10	12	5	200	9	1								5	d				
1fire_mace	Burning Rage	9	12	5	200	9	1								4	f				
1shock_mace_2	ghost-slayer	9	12	5	200	9	1								7	s				
1golem_fist	iron golems	11	14	5	200	9	1								7	s				
1mace_midnight	Midnight	13	15	5	200	9	1								8	d	paralysis	6	5	
1death_mace3	Lord's Fist	11	13	7	200	9	1								5	d				
1short_bow	Short bow	5	7	6	200	12	7	1	1				arrow1							
1medium_bow	Medium bow	6	10	6	200	12	7	1	1				arrow1							
1medium_bow3	Medium bow	6	10	6	200	11	7	1	1				arrow1							
1medium_bow2	Medium bow	6	10	6	200	11	7	1	1				arrow1							
1long_bow	Long Bow	7	11	6	200	12	7	1	1				arrow1							
1long_bow_shock	Long Bow of Shock	8	12	6	200	11	7	1	1				arrow4		7	s				
1vulcan_bow	Vulcan bow	6	10	7	200	11	7	1	1				arrow3		4	f				
1vulcan_bow2	Vulcan bow2	6	10	6	200	11	7	1	1				arrow3		5	f				
1death_bow2	Skeletal Bow	7	11	7	200	11	7	1	1				arrow5		6	d				
1death_bow3	Ghost Eye	8	13	7	200	11	7	1	1				arrow5		7	d				
1frost_bow	Frost Bow	6	10	6	200	11	7	1	1				arrow4		4	c				
1frost_bow2	Frost Bow	7	11	7	200	11	7	1	1				arrow4		6	c				
1poison_bow	Poison Bow	6	10	6	200	11	7	1	1				arrow2		4	t				
1poison_bow_tier2	Poison Bow_tier2	8	11	7	200	11	7	1	1				arrow2		6	t				
1poison_bow_tier4	Poison Bow_tier2	7	13	5	200	13	7	1	1				arrow2		7	t				
1composite_bow		12	17	6	200	10	7	1	1				arrow1							
1malan_bow		9	14	6	200	10	7	1	1				arrow2		6	p				
1permafrost_bow	Permafrost Bow	10	15	7	200	11	7	1	1				arrow4		6	c	stun	5	1			
1permafrost_bow_npc	Permafrost Bow	9	14	5	200	10	7	1	1				arrow4		10	c	stun	5	1			
1jester_bow	Jester bow	4	4	3	200	20	7	1	1				arrow1							
1epic_short_bow_fire	Imperial Scout bow	5	9	7	200	15	7	1	1				arrow3		4	f				
1epic_short_bow_fire2	Imperial Scout bow	5	9	5	200	15	7	1	1				arrow3		4	f				
2wand_1	Apprentice Wand	7	10	6	200	11	7		1			w	b_magic							
2wand_2	Journeyman Wand	8	11	6	200	11	7		1			w	b_magic							
2wand_3	Conjurer Wand	9	13	6	200	11	7		1			w	b_magic							
2wand_4	Invisible Fist	10	14	6	200	11	7		1			w	b_magic							
2wand_arcanist	Arcanist Wand	12	17	6	200	11	7		1			w	b_magic							
2wand_power	Wand of Power A5	14	22	8	200	11	7		1			w	b_magic				stun	5	2	
2wand_ice_2	Icy Wand	7	11	6	200	11	7		1			w	w_magic		4	c				
2wand_ice_2b	Frog Wand	11	12	6	200	11	7		1			w	w_magic		5	c				
2wand_ice_5	Crystallized Wand	11	16	6	200	11	7		1			w	w_magic	c						
2wand_shock_3	Wand of Storms	8	11	6	200	11	7		1			w	b_magic		6	s	stun	10	1	
2wand_toxic_3	Acidspitter A1	8	11	6	200	11	7		1			w	acid1		7	t				
2wand_death_2	Tolassian Wand	8	11	6	200	11	7		1			w	black_magic		5	d				
2wand_death_4	Underworld Wand A4	10	17	7	200	11	7		1			w	death1		8	d				
2wand_fire_1	Wand of Scorching A1	9	11	6	200	11	7		1			w	fire1	f						
2wand_fire_3	Imperial Battlemage W. A1	10	13	6	200	11	7		1			w	fire1	f						
2wand_spirit_3	Golden Branch	8	12	6	200	11	7		1			w	b_magic		6	p				
2wand_spirit_4	Golden Wand A2	9	14	6	200	11	7		1			w	b_magic		7	p				
2wand_fire_4	Rod of Incineration A2	11	16	6	200	11	7		1			w	fire1	f						
2wand_tesla	Tesla Emitter A2	12	17	7	200	11	7		1			w	ion_single	s			emp	20	2	
2staff_fire_1	Staff of Scorching	10	14	5	200	9	7	1	1			s	fire1	f						
2staff_fire_4	Magma Greatstaff A3	13	20	6	200	9	7	1	1			s	fire1	f						
2staff_ice_4	First Winter A4	14	22	6	200	9	7	1	1			s	ice1	c						
2staff_ice_2	Staff of the Seas	11	14	5	200	9	7	1	1			s	ice1	c			stun	5	2	
2staff_1	Staff of Force	10	13	5	200	9	7	1	1			s	b_magic							
2staff_2	GreatStaff of Energy	11	15	5	200	9	7	1	1			s	b_magic							
2staff_3	Staff of Mighty Missiles	12	17	5	200	9	7	1	1			s	b_magic							
2staff_arcanist	Arcanist Staff A3	14	20	6	200	9	7	1	1			s	b_magic							
2staff_impact	Arcanist Staff A5	16	24	6	200	9	7	1	1			s	b_magic				stun	5	2	
2staff_death_5	Staff of Dead Kings A5	14	24	6	200	9	7	1	1			s	death1	d						
2staff_toxic_1	Vitriolic Staff	8	13	5	200	9	7	1	1			s	g_magic		4	t				
2staff_toxic_4	The Corruptor A3	11	16	6	200	9	7	1	1			s	g_magic		9	t				
2staff_shock_2	Staff of Storms	9	14	5	200	9	7	1	1			s	b_magic		5	s	stun	5	2	
2staff_shock_3	Polarized Staff A1	9	14	5	200	9	7	1	1			s	b_magic		7	s	stun	5	2	
2staff_shock_4	Staff of the Traveller A2	10	15	5	200	9	7	1	1			s	b_magic		10	s				
2staff_spirit_3	Staff of Wonder A1	10	15	5	200	9	7	1	1			s	b_magic		7	p				
2staff_death_2	Tolassian Staff	11	15	5	200	9	7	1	1			s	death1	d						
2staff_tesla	Tesla Rod A2	13	21	5	200	9	7	1	1			s	ion_single	s			emp	20	2	
2thief_blade	Thief's blade	9	12	7	200	11	1			1										
2orc_knife	Sharp orc knife	8	11	6	200	12	1			1										
2goblin_fleshcutter	Goblin Flesh-Cutter	7	10	7	200	13	1			1										
2iron_dagger	Iron Dagger	6	10	7	300	13	1			1										
2iron_shortsword	Iron Shortsword	7	11	6	200	11	1			1										
2iron_longsword	Iron Longsword	9	13	6	200	10	1													
2iron_greatsword	Iron Greatsword	9	16	4	200	9	1	1												
2iron_mace	Iron Mace	10	12	5	200	9	1													
2iron_hammer	Iron Hammer	9	10	6	200	11	1			1										
2iron_maul	Iron Maul	10	17	3	200	8	1	1												
2iron_axe	Iron Axe	7	14	7	200	10	1													
2iron_greataxe	Iron greataxe	7	17	6	200	9	1	1												
2steel_dagger	Steel Dagger	7	11	7	200	13	1			1										
2steel_shortsword	Steel shortsword	8	12	6	200	11	1			1										
2steel_hammer	Steel hammer	10	11	6	200	11	1			1										
2steel_longsword	Steel longsword	10	14	6	200	10	1													
2steel_mace	Steel mace	11	13	5	200	9	1													
2steel_greatsword	Steel greatsword	10	18	4	200	9	1	1												
2steel_maul	Steel maul	11	19	3	200	8	1	1												
2steel_axe	Steel Axe	7	16	7	200	10	1													
2steel_greataxe	Steel greataxe	8	20	5	200	9	1	1												
2bluesteel_dagger	Blue steel dagger	7	12	7	200	13	1			1										
2bluesteel_shortsword	Blue steel shortsword	8	13	6	200	11	1			1										
2bluesteel_hammer	Blue steel hammer	10	12	6	200	11	1			1										
2bluesteel_longsword	Blue steel longsword	10	15	6	200	10	1													
2bluesteel_mace	Blue steel mace	11	14	5	200	9	1													
2bluesteel_greatsword	Blue steel greatsword	11	20	4	200	9	1	1												
2bluesteel_maul	Blue steel maul	12	21	3	200	8	1	1												
2bluesteel_axe	Bluesteel Axe	8	17	7	200	10	1													
2falchion	Falchion	9	13	6	200	12	1			1										
2falchion_shock	Falchion	10	14	6	200	12	1			1					5	s				
2scimitar	Heavy Scimitar	10	17	4	200	10	1	1												
2scimitar_flames	Scimitar of Flames	10	17	4	200	10	1	1							4	f				
2scimitar_death	Scimitar of Death	12	20	4	200	10	1	1							7	d				
2trooper_axe	Orc Trooper	12	19	7	200	10	1													
2bluesteel_greataxe	Bluesteel greataxe	7	23	5	200	9	1	1												
2bluesteel_dagger_poison	Blue steel poisonous dagger	8	13	7	200	13	1			1					6	t				
2tier4_shortsword_toxic	Troll Cleaver	10	16	6	200	12	1			1					5	t				
2tier4_shortsword_fire	Dancing Flame	9	15	6	200	12	1			1					9	f				
2tier4_shortsword_ice	Icicle	9	15	6	200	12	1			1					8	c				
2tier4_shortsword_ice_b	Icicle new	9	15	6	200	12	1			1					7	c				
2tier4_shortsword_shock	Hunter's Machete	10	16	6	200	12	1			1					6	s				
2tier4_dagger_death	Stiletto	8	13	7	200	13	1			1					7	d				
2tier5_dagger_death	Stiletto2	10	15	7	200	13	1			1					8	d				
2fang	Fang	9	15	7	200	13	1			1										
2devourer_sting	Devourer Sting	9	15	7	200	13	1			1							paralysis	6	5	
2tier5_icedagger	Queen's Heart	11	17	7	200	13	1			1					8	c				
2tier4_firedagger	Magma Dagger	8	13	7	200	13	1			1					7	f				
2dagger_blackstar	Black Star	10	16	7	200	13	1			1					8	d	paralysis	6	5	
2war_maul	War Maul	12	15	5	200	9	1													
2war_maul_heavy	War Maul	15	27	3	200	8	1	1									stun	5	1	
2stormblade	Stormblade	9	13	6	200	10	1								5	s	stun	5	1	
2stormblade2	Stormblade	12	16	6	200	10	1								8	s	stun	5	1	
2bone_maul	Bone Maul	16	25	3	200	8	1	1									stun	5	1	
2bone_mace	Bone Mace	14	17	5	200	9	1										stun	5	1	
2mino_greataxe	Minotaur greataxe	7	26	5	200	9	1	1												
2mino_greataxe_epic	Minotaur greataxe epic	9	30	5	200	9	1	1												
2mino_greataxe_epic_shock	Minotaur greataxe epic	9	30	5	200	9	1	1							10	s				
2maul_terror	Maul of Terror	18	31	4	200	8	1	1												
2fiery_dagger	Fiery dagger	6	8	7	200	13	1			1					4	f				
2ice_dagger	Ice dagger	6	8	7	200	13	1			1					4	c				
2shock_dagger	Shock dagger	6	8	7	200	13	1			1					4	s				
2toxic_dagger	Toxic dagger	6	8	7	200	13	1			1					4	t				
2sword_flaming	Flaming Sword	9	13	6	200	10	1								5	f				
2sword_flaming_2	Flaming Sword 2	10	14	6	200	10	1								7	f				
2axe_flaming_2	Flaming Axe 2	7	16	7	200	10	1								4	f				
2axe_magma	Magma Axe	8	17	7	200	10	1								7	f				
2axe_shock	Shock Axe 2	7	16	7	200	10	1								4	s				
2greataxe_shock	Shock GreatAxe 2	7	20	5	200	9	1	1							6	s				
2axe_death2	Soul Cleaver	7	17	7	200	10	1								6	d				
2greataxe_death_2	Starmetal GreatAxe	7	23	5	200	9	1	1							7	d				
2greataxe_death_3	Soul Drinker	9	23	5	200	9	1	1							8	d				
2greataxe_ice_3	Permafrost Greataxe	7	20	5	200	9	1	1							8	c	paralysis	6	5	
2longsword_death_2	Starmetal Longsword	10	15	6	200	10	1								6	d				
2longsword_paladin	Paladin Longsword	11	16	6	200	10	1								8	p				
2sword_ice_2	ICe Sword 2	10	15	6	200	10	1								7	c				
2sword_ice_3	Ice Sword 3	11	16	6	200	10	1								8	c	slow	6	3	
2sword_ice_4	Ice Sword 4	13	18	6	200	10	1								11	c	stun	5	1	
2sword_shock	Shock Sword	9	13	6	200	10	1								5	s				
2sword_shock_2	shock Sword 2	11	16	6	200	10	1								7	s				
2sword_shock_3	shock Sword 3	11	16	6	200	10	1								8	s				
2sword_toxic_4	Poison sword	13	18	6	200	10	1								9	t				
2hammer_shock	Thunder	10	11	6	200	11	1			1					5	s				
2hammer_corrosion	Warhammer of Corrosion	10	11	6	200	11	1			1					6	t				
2hammer_despair	Despair	11	13	6	200	11	1			1					6	t				
2hammer_fire_2	Magma Warhammer	11	13	6	200	11	1			1					6	f				
2hammer_ice_2	Silversmith Hammer	11	13	6	200	11	1			1					5	c				
2adamantite_shortsword		14	19	6	200	12	1			1										
2adamantite_longsword		18	24	6	200	10	1													
2adamantite_greatsword		19	29	4	200	9	1	1												
2tech_sword		16	22	6	200	10	1								10	s	emp	20	2	
2tech_maul		17	27	4	200	8	1	1							12	s	emp	25	3	
2tech_dagger		12	18	6	200	12	1			1					8	s	emp	15	1	
2tech_bow		10	13	5	200	15	8	1	1				ion		8	s	emp	15	1	
2maul_corrosion	Maul corrosion	12	20	3	200	8	1	1							6	t				
2maul_disease	Maul disease	12	20	3	200	8	1	1							7	t	slow	6	3	
2maul_fire	Fire Maul	11	19	3	200	8	1	1							4	f				
2maul_ice	ice Maul	11	19	3	200	8	1	1							5	c				
2maul_garrak	Maul of Garrak	13	21	4	200	8	1	1							9	s				
2maul_desecration	Maul of Desecration	12	20	4	200	8	1	1							9	d				
2maul_vindicator	Vindicator	12	20	4	200	8	1	1							7	p				
2greatsword_ice	Icy Greatsword	10	18	4	200	9	1	1							6	c				
2greatsword_ice2	Icy Greatsword	11	20	4	200	9	1	1							6	c				
2greatsword_cruelty	Cruelty Greatsword	11	20	4	200	9	1	1							6	f				slash1
2greatsword_cruelty2	Cruelty Greatsword	12	21	4	200	9	1	1							9	f				
2greatsword_cruelty3	Cruelty Greatsword	15	24	4	200	9	1	1							11	f				
2greatsword_thunder	Thunder	11	20	4	200	9	1	1							7	s				
2magma_shortsword	Ice Shortsword	8	13	6	200	11	1			1					7	f				
2spirit_shortsword	sonnet	8	13	6	200	12	1			1					7	p				
2spirit_claymore	Spirit Cleaver	12	21	4	200	9	1	1							7	p				
2spirit_hammer	Spirit Hammer	11	14	6	200	11	1			1					6	p				
2deathclaw_dagger	Ice Shortsword	8	12	7	200	11	1			1					5	d				
2ice_shortsword	Ice Shortsword	7	10	6	200	12	1			1					4	c				
2righteousness	Righteousness	14	15	7	200	10	1													
2ice_mace	Winter Fist	11	13	5	200	9	1								4	c				
2ice_mace2	Glacier Stone	12	15	5	200	9	1								7	c				
2death_mace2	Screaming Mace	12	14	5	200	9	1								6	d				
2fire_mace	Burning Rage	11	14	5	200	9	1								5	f				
2shock_mace_2	ghost-slayer	11	14	5	200	9	1								8	s				
2golem_fist	iron golems	13	16	5	200	9	1								8	s				
2mace_midnight	Midnight	15	17	5	200	9	1								9	d	paralysis	6	5	
2death_mace3	Lord's Fist	13	15	7	200	9	1								6	d				
2short_bow	Short bow	7	9	6	200	12	7	1	1				arrow1							
2medium_bow	Medium bow	8	12	6	200	12	7	1	1				arrow1							
2medium_bow3	Medium bow	8	12	6	200	11	7	1	1				arrow1							
2medium_bow2	Medium bow	8	12	6	200	11	7	1	1				arrow1							
2long_bow	Long Bow	9	13	6	200	12	7	1	1				arrow1							
2long_bow_shock	Long Bow of Shock	10	14	6	200	11	7	1	1				arrow4		8	s				
2vulcan_bow	Vulcan bow	8	12	7	200	11	7	1	1				arrow3		5	f				
2vulcan_bow2	Vulcan bow2	8	12	6	200	11	7	1	1				arrow3		6	f				
2death_bow2	Skeletal Bow	9	13	7	200	11	7	1	1				arrow5		7	d				
2death_bow3	Ghost Eye	10	15	7	200	11	7	1	1				arrow5		8	d				
2frost_bow	Frost Bow	8	12	6	200	11	7	1	1				arrow4		5	c				
2frost_bow2	Frost Bow	9	13	7	200	11	7	1	1				arrow4		7	c				
2poison_bow	Poison Bow	8	12	6	200	11	7	1	1				arrow2		5	t				
2poison_bow_tier2	Poison Bow_tier2	10	13	7	200	11	7	1	1				arrow2		7	t				
2poison_bow_tier4	Poison Bow_tier2	9	15	5	200	13	7	1	1				arrow2		8	t				
2composite_bow		14	19	6	200	10	7	1	1				arrow1							
2malan_bow		11	16	6	200	10	7	1	1				arrow2		7	p				
2permafrost_bow	Permafrost Bow	12	17	7	200	11	7	1	1				arrow4		7	c	stun	5	1	
2permafrost_bow_npc	Permafrost Bow	11	16	5	200	10	7	1	1				arrow4		11	c	stun	5	1	
2jester_bow	Jester bow	6	6	3	200	20	7	1	1				arrow1							
2epic_short_bow_fire	Imperial Scout bow	7	11	7	200	15	7	1	1				arrow3		5	f				
2epic_short_bow_fire2	Imperial Scout bow	7	11	5	200	15	7	1	1				arrow3		5	f				
3wand_1	Apprentice Wand	10	13	6	200	11	7		1			w	b_magic							
3wand_2	Journeyman Wand	11	14	6	200	11	7		1			w	b_magic							
3wand_3	Conjurer Wand	12	16	6	200	11	7		1			w	b_magic							
3wand_4	Invisible Fist	13	17	6	200	11	7		1			w	b_magic							
3wand_arcanist	Arcanist Wand	15	20	6	200	11	7		1			w	b_magic							
3wand_power	Wand of Power A5	17	25	8	200	11	7		1			w	b_magic				stun	5	2	
3wand_ice_2	Icy Wand	10	14	6	200	11	7		1			w	w_magic		6	c				
3wand_ice_2b	Frog Wand	11	15	6	200	11	7		1			w	w_magic		7	c				
3wand_ice_5	Crystallized Wand	14	19	6	200	11	7		1			w	w_magic	c						
3wand_shock_3	Wand of Storms	11	14	6	200	11	7		1			w	b_magic		8	s	stun	10	1	
3wand_toxic_3	Acidspitter A1	11	14	6	200	11	7		1			w	acid1		9	t				
3wand_death_2	Tolassian Wand	11	14	6	200	11	7		1			w	black_magic		7	d				
3wand_death_4	Underworld Wand A4	13	20	7	200	11	7		1			w	death1		10	d				
3wand_fire_1	Wand of Scorching A1	12	14	6	200	11	7		1			w	fire1	f						
3wand_fire_3	Imperial Battlemage W. A1	13	16	6	200	11	7		1			w	fire1	f						
3wand_spirit_3	Golden Branch	11	15	6	200	11	7		1			w	b_magic		8	p				
3wand_spirit_4	Golden Wand A2	12	17	6	200	11	7		1			w	b_magic		9	p				
3wand_fire_4	Rod of Incineration A2	14	19	6	200	11	7		1			w	fire1	f						
3wand_tesla	Tesla Emitter A2	15	20	7	200	11	7		1			w	ion_single	s			emp	20	2	
3staff_fire_1	Staff of Scorching	13	17	5	200	9	7	1	1			s	fire1	f						
3staff_fire_4	Magma Greatstaff A3	16	23	6	200	9	7	1	1			s	fire1	f						
3staff_ice_4	First Winter A4	17	25	6	200	9	7	1	1			s	ice1	c						
3staff_ice_2	Staff of the Seas	14	17	5	200	9	7	1	1			s	ice1	c			stun	5	2	
3staff_1	Staff of Force	13	16	5	200	9	7	1	1			s	b_magic							
3staff_2	GreatStaff of Energy	14	18	5	200	9	7	1	1			s	b_magic							
3staff_3	Staff of Mighty Missiles	15	20	5	200	9	7	1	1			s	b_magic							
3staff_arcanist	Arcanist Staff A3	17	23	6	200	9	7	1	1			s	b_magic							
3staff_impact	Arcanist Staff A5	19	27	6	200	9	7	1	1			s	b_magic				stun	5	2	
3staff_death_5	Staff of Dead Kings A5	17	27	6	200	9	7	1	1			s	death1	d						
3staff_toxic_1	Vitriolic Staff	11	16	5	200	9	7	1	1			s	g_magic		6	t				
3staff_toxic_4	The Corruptor A3	14	19	6	200	9	7	1	1			s	g_magic		11	t				
3staff_shock_2	Staff of Storms	12	17	5	200	9	7	1	1			s	b_magic		7	s	stun	5	2	
3staff_shock_3	Polarized Staff A1	12	17	5	200	9	7	1	1			s	b_magic		9	s	stun	5	2	
3staff_shock_4	Staff of the Traveller A2	13	18	5	200	9	7	1	1			s	b_magic		12	s				
3staff_spirit_3	Staff of Wonder A1	13	18	5	200	9	7	1	1			s	b_magic		9	p				
3staff_death_2	Tolassian Staff	14	18	5	200	9	7	1	1			s	death1	d						
3staff_tesla	Tesla Rod A2	16	24	5	200	9	7	1	1			s	ion_single	s			emp	20	2	
3thief_blade	Thief's blade	12	15	7	200	11	1			1										
3orc_knife	Sharp orc knife	11	14	6	200	12	1			1										
3goblin_fleshcutter	Goblin Flesh-Cutter	10	13	7	200	13	1			1										
3iron_dagger	Iron Dagger	9	13	7	300	13	1			1										
3iron_shortsword	Iron Shortsword	10	14	6	200	11	1			1										
3iron_longsword	Iron Longsword	12	16	6	200	10	1													
3iron_greatsword	Iron Greatsword	12	19	4	200	9	1	1												
3iron_mace	Iron Mace	13	15	5	200	9	1													
3iron_hammer	Iron Hammer	12	13	6	200	11	1			1										
3iron_maul	Iron Maul	13	20	3	200	8	1	1												
3iron_axe	Iron Axe	10	17	7	200	10	1													
3iron_greataxe	Iron greataxe	11	20	6	200	9	1	1												
3steel_dagger	Steel Dagger	10	14	7	200	13	1			1										
3steel_shortsword	Steel shortsword	11	15	6	200	11	1			1										
3steel_hammer	Steel hammer	13	14	6	200	11	1			1										
3steel_longsword	Steel longsword	13	17	6	200	10	1													
3steel_mace	Steel mace	14	16	5	200	9	1													
3steel_greatsword	Steel greatsword	13	21	4	200	9	1	1												
3steel_maul	Steel maul	14	22	3	200	8	1	1												
3steel_axe	Steel Axe	10	19	7	200	10	1													
3steel_greataxe	Steel greataxe	11	23	5	200	9	1	1												
3bluesteel_dagger	Blue steel dagger	10	15	7	200	13	1			1										
3bluesteel_shortsword	Blue steel shortsword	11	16	6	200	11	1			1										
3bluesteel_hammer	Blue steel hammer	13	15	6	200	11	1			1										
3bluesteel_longsword	Blue steel longsword	13	18	6	200	10	1													
3bluesteel_mace	Blue steel mace	14	17	5	200	9	1													
3bluesteel_greatsword	Blue steel greatsword	14	23	4	200	9	1	1												
3bluesteel_maul	Blue steel maul	15	24	3	200	8	1	1												
3bluesteel_axe	Bluesteel Axe	11	20	7	200	10	1													
3falchion	Falchion	12	16	6	200	12	1			1										
3falchion_shock	Falchion	13	17	6	200	12	1			1					7	s				
3scimitar	Heavy Scimitar	13	20	4	200	10	1	1												
3scimitar_flames	Scimitar of Flames	13	20	4	200	10	1	1							6	f				
3scimitar_death	Scimitar of Death	15	23	4	200	10	1	1							9	d				
3trooper_axe	Orc Trooper	15	22	7	200	10	1													
3bluesteel_greataxe	Bluesteel greataxe	10	26	5	200	9	1	1												
3bluesteel_dagger_poison	Blue steel poisonous dagger	11	16	7	200	13	1			1					8	t				
3tier4_shortsword_toxic	Troll Cleaver	13	19	6	200	12	1			1					7	t				
3tier4_shortsword_fire	Dancing Flame	12	18	6	200	12	1			1					11	f				
3tier4_shortsword_ice	Icicle	12	18	6	200	12	1			1					10	c				
3tier4_shortsword_ice_b	Icicle new	12	18	6	200	12	1			1					9	c				
3tier4_shortsword_shock	Hunter's Machete	13	19	6	200	12	1			1					8	s				
3tier4_dagger_death	Stiletto	11	16	7	200	13	1			1					9	d				
3tier5_dagger_death	Stiletto2	13	18	7	200	13	1			1					10	d				
3fang	Fang	12	18	7	200	13	1			1										
3devourer_sting	Devourer Sting	12	18	7	200	13	1			1							paralysis	6	5	
3tier5_icedagger	Queen's Heart	14	20	7	200	13	1			1					10	c				
3tier4_firedagger	Magma Dagger	11	16	7	200	13	1			1					9	f				
3dagger_blackstar	Black Star	13	19	7	200	13	1			1					10	d	paralysis	6	5	
3war_maul	War Maul	15	18	5	200	9	1													
3war_maul_heavy	War Maul	18	30	3	200	8	1	1									stun	5	1	
3stormblade	Stormblade	12	16	6	200	10	1								7	s	stun	5	1	
3stormblade2	Stormblade	15	19	6	200	10	1								10	s	stun	5	1	
3bone_maul	Bone Maul	19	28	3	200	8	1	1									stun	5	1	
3bone_mace	Bone Mace	17	20	5	200	9	1										stun	5	1	
3mino_greataxe	Minotaur greataxe	11	29	5	200	9	1	1												
3mino_greataxe_epic	Minotaur greataxe epic	12	33	5	200	9	1	1												
3mino_greataxe_epic_shock	Minotaur greataxe epic	12	33	5	200	9	1	1							12	s				
3maul_terror	Maul of Terror	21	34	4	200	8	1	1												
3fiery_dagger	Fiery dagger	9	11	7	200	13	1			1					6	f				
3ice_dagger	Ice dagger	9	11	7	200	13	1			1					6	c				
3shock_dagger	Shock dagger	9	11	7	200	13	1			1					6	s				
3toxic_dagger	Toxic dagger	9	11	7	200	13	1			1					6	t				
3sword_flaming	Flaming Sword	12	16	6	200	10	1								7	f				
3sword_flaming_2	Flaming Sword 2	13	17	6	200	10	1								9	f				
3axe_flaming_2	Flaming Axe 2	10	19	7	200	10	1								6	f				
3axe_magma	Magma Axe	11	20	7	200	10	1								9	f				
3axe_shock	Shock Axe 2	10	19	7	200	10	1								6	s				
3greataxe_shock	Shock GreatAxe 2	11	23	5	200	9	1	1							8	s				
3axe_death2	Soul Cleaver	11	20	7	200	10	1								8	d				
3greataxe_death_2	Starmetal GreatAxe	11	26	5	200	9	1	1							9	d				
3greataxe_death_3	Soul Drinker	12	27	5	200	9	1	1							10	d				
3greataxe_ice_3	Permafrost Greataxe	11	23	5	200	9	1	1							10	c	paralysis	6	5	
3longsword_death_2	Starmetal Longsword	13	18	6	200	10	1								8	d				
3longsword_paladin	Paladin Longsword	14	19	6	200	10	1								10	p				
3sword_ice_2	ICe Sword 2	13	18	6	200	10	1								9	c				
3sword_ice_3	Ice Sword 3	14	19	6	200	10	1								10	c	slow	6	3	
3sword_ice_4	Ice Sword 4	16	21	6	200	10	1								13	c	stun	5	1	
3sword_shock	Shock Sword	12	16	6	200	10	1								7	s				
3sword_shock_2	shock Sword 2	14	19	6	200	10	1								9	s				
3sword_shock_3	shock Sword 3	14	19	6	200	10	1								10	s				
3sword_toxic_4	Poison sword	16	21	6	200	10	1								11	t				
3hammer_shock	Thunder	13	14	6	200	11	1			1					7	s				
