spawn_ID	name	name_ES	russian	PT	DE	PL	CZ	TR	IT	FR
madman_sargos	A scarred vagabond	Vagabundo desfigurado	Изувеченный бродяга	Um vagabundo desfigurado	Vernarbter Vagabund	Bliznowaty włóczęga	Vystrašený vagabond	Korkmuş Bir Derbeder	Vagabondo sfigurato	
druid_tyogos	Tyogos	Tyogos	Тийогос	Tyogos	Tyogos	Tyogos	Tyogos	Tyogos	Tyogos	
bodyguard_surtag	Surtag	Surtag	Суртаг	Surtag	Surtag	Surtag	Surtag	Surtag	Surtag	
xidar	Lady Xidar	Lady Xidar	Леди Зидар	Lady Xidar	Lady Xidar	Pani Xidar	Lady Xidar	Leydi Xidar	Lady Xidar	
lich_G7	Araim Darkflames	Araim Llamaoscura	Араим Тёмнопламень	Araim Darkflames	Araim Dunkelflamme	Araim Czarny Płomień	Araim Darkflame	Araim Darkflame	Araim Lamaoscura	
rogue_archer_8	Archer	Arquero	Стрелок	Arqueiro	Bogenschütze	Łucznik	Lučištník	Okçu	Arciere	
rogue_melee_8	Rogue	Pícaro	Негодяй	Patife	Dieb	Łotrzyk	Darebák	Düzenbaz	Vagabondo	
rodo	Rodo	Rodo	Родо	Rodo	Rodo	Rodo	Rodo	Rodo	Rodo	
rogue_archer_12	Archer	Arquero	Стрелок	Arqueiro	Bogenschütze	Łucznik	Lučištník	Okçu	Arciere	
rogue_melee_12	Rogue	Pícaro	Негодяй	Patife	Dieb	Łotrzyk	Darebák	Düzenbaz	Vagabondo	
nifuruc	Nifuruc	Nifuruc	Нифурук	Nifuruc	Nifuruc	Nifuruc	Nifuruc	Nifuruc	Nifuruc	
kardagis	Kardagis	Kardagis	Кардагис	Kardagis	Kardagis	Kardagis	Kardagis	Kardagis	Kardagis	
knight	Knight	Caballero	Рыцарь	Cavaleiro	Ritter	Rycerz	Rytíř	Şövalye 	Cavaliere	
female_knight	Knight	Knight	Рыцарь	Cavaleira	Ritter	Rycerz	Rytíř	Şövalye 	Cavaliere	
raegar	Raegar	Raegar	Рэйгар	Raegar	Raegar	Raegar	Raegar	Raegar	Raegar	
renda_windstrike	Renda Windstrike	Renda Windstrike	Рэнда Виндстрайк	Renda Windstrike	Renda Windstrike	Renda Uderzenie Wiatru	Renda Windstrike	Renda Windstrike	Renda Windstrike	
renda_windstrike_hostile	Renda Windstrike	Renda Windstrike	Рэнда Виндстрайк	Renda Windstrike	Renda Windstrike	Renda Uderzenie Wiatru	Renda Windstrike	Renda Windstrike	Renda Windstrike	
gurr	Gurr	Gurr	Гурр	Gurr	Gurr	Gurr	Gurr	Gurr	Gurr	
gurr_hostile	Gurr	Gurr	Гурр	Gurr	Gurr	Gurr	Gurr	Gurr	Gurr	
mad_monk	Mad Monk	Monje Loco	Монах-безумец	Monge Louco	Irrer Mönch	Szalony mnich	Šílený mnich	Deli Keşiş	Monaco Pazzo	
mad_monk_healer	Mad Monk	Monje Loco	Монах-безумец	Monge Louco	Irrer Mönch	Szalony mnich	Šílený mnich	Deli Keşiş	Monaco Pazzo	
travelling_monk	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich	Keşiş	Monaco	
master_monk	Mad Master	Maestro Loco	Безумный Настоятель	Mestre Louco	Irrer Meister	Szalony mistrz	Šílený mistr	Deli Üstad	Maestro Pazzo	
primzar	Wizard	Primzar	Волшебник	Mago	Zauberer	Czarodziej	Čaroděj	Büyücü	Stregone	
leanna_assassin	A Lady	Dama	Дама	Dama	Eine Dame	Dama	Milostpaní	Hanımefendi	Dama	
zenmo	Zenmo	Zenmo	Зенмо	Zenmo	Zenmo	Zenmo	Zenmo	Zenmo	Zenmo	
sulidar	Sulidar	Sulidar	Сулидар	Sulidar	Sulidar	Sulidar	Sulidar	Sulidar	Sulidar	
D8_werewolf	Werewolf	Hombre-Lobo	Оборотень	Lobisomem	Werwolf	Wilkołak	Vlkodlak	Kurtadam	Licantropo	
jailer	Jailer	Carecelero	Тюремщик	Carcereiro	Kerkermeister	Dozorca	Žalářník	Gardiyan	Secondino	
knight_hostile	Soldier	Soldado	Солдат	Soldado	Soldat	Żołnierz	Voják	Asker	Soldato	
female_knight_hostile	Soldier	Soldado	Солдат	Soldada	Soldat	Żołnierz	Vojačka	Asker	Soldato	
hostile_decurion	Soldier	Soldado	Солдат	Soldado	Soldat	Żołnierz	Voják	Asker	Soldato	
witch	Varannari Witch	Bruja Varannari	Ведьма Вараннари	Bruxa Varannari	Varannari-Hexe	Czarownica Varannari	Varannarská čarodejnice	Varannari Cadı	Strega Varannari	
witch_greater	Hag	Hechicera	Баба-Яга	Bruxa Anciã	Hexe	Wiedźma	Vyšší čarodejnice	Cadı	Megera	
D8_nightwalker	Nightwalker	Caminante Nocturno	Неспящий	Caminhante Noturno	Nachtwanderer	Nocny Wędrowiec	Noční chodec	Gece Yürüyen	Viandante Notturno	
NI_nightwalker	Nightwalker	Caminante Nocturno	Неспящий	Caminhante Noturno	Nachtwanderer	Nocny Wędrowiec	Noční chodec	Gece Yürüyen	Viandante Notturno	
elemental_earth_lesser	Lesser Earth Elemental	Elemental de Tierra Menor	Малый Элементаль Земли	Elemental de Terra Inferior	Niederer Erdelementar	Mniejszy żywiołak ziemi	Menší elementál	Küçük Toprak Elementali	Elementale della Terra Minore	
elemental_earth	Earth Elemental	Elemental de Tierra	Элементаль Земли	Elemental de Terra	Erdelementar	Żywiołak ziemi	Zemní elementál	Toprak Elemental	Elementale della Terra	
elemental_acid	Acid Elemental	Elemental de Ácido	Элементаль Яда	Elemental de Ácido	Säureelementar	Żywiołak kwasu	Kyselý elementál	Asit Elemental	Elementale dell'Acido	
golem_iron	Iron Golem	Golem de Hierro	Железный Голем	Golem de Ferro	Eisengolem	Żelazny golem	Železný golem	Demir Golem	Golem di Ferro	
hill_giant	Hill Giant	Gigante de las Colinas	Горный Великан	Gigante das Colinas	Hügelriese	Olbrzym górski	Horský obr	Tepe Devi	Gigante delle Colline	
hill_giant_chieftain	Giant Chieftain	Jefe Gigante	Вождь Великанов	Chefe Gigante	Häuptling der Riesen	Herszt olbrzymów	Náčelník obrů	Dev Şefi	Capo dei Giganti	
ghostly_scribe	Ghostly Scribe	Escriba Fantasmal	Призрачный Писарь	Escriba Fantasma	Geisterhafter Schreiber	Duch skryby	Duch písaře	Hayalet Katip	Scriba Fantasma	
mercia_royal_2	Brimard	Brimard	Бримард	Brimard	Brimard	Brimard	Brimard	Brimard	Brimard	
mercia_royal_3	Falund	Falund	Фалунд	Falund	Falund	Falund	Falund	Falund	Falund	
mercia_royal_6	Nastur	Nastur	Настур	Nastur	Nastur	Nastur	Nastur	Nastur	Nastur	
J10_laertes	Laertes	Laertes	Лаэрт	Laertes	Laertes	Laertes	Laertes	Laertes	Laertes	
manticore_whelp	Manticore Whelp	Cría de Mantícore	Детёныш Мантикоры	Filhote de Mantícora	Junger Mantikor	Młoda mantikora	Mládě Manticora	Yavru Mantikor	Cucciolo di Manticora	
manticore_costume	Fake Manticore	Mantícore Falsa	Лже-мантикора	Mantícora Falsa	Falscher Mantikor	Atrapa mantikory	Falešný Manticore	Sahte Mantikor	Falsa Manticora	
J10_laertes_hostile	Laertes	Laertes	Лаэрт	Laertes	Laertes	Laertes	Laertes	Laertes	Laertes	
J9_duremas	Duremas	Duremas	Дуремас	Duremas	Duremas	Duremas	Duremas	Duremas	Duremas	
batrax_kakrak	Kakrak	Kakrak	Какрак	Kakrak	Kakrak	Kakrak	Kakrak	Kakrak	Kakrak	
batrax_elleira	Elleira	Elleira	Эллейра	Elleira	Elleira	Elleira	Elleira	Elleira	Elleira	
white_dragon	White Dragon	Dragón Blanco	Белый Дракон	Dragão Branco	Weißer Drache	Biały smok	Bílý drak	Beyaz Ejderha	Drago Bianco	
red_dragon	Red Dragon	Dragón Rojo	Красный Дракон	Dragão Vermelho	Roter Drache	Czerwony smok	Červený drak	Kırmızı Ejderha	Drago Rosso	
green_dragon	Green Dragon	Dragón Verde	Зелёный Дракон	Dragão Verde	Grüner Drache	Zielony smok	Zelený drak	Yeşil Ejderha	Drago Verde	
minotaur_warlord	Minotaur Warlord	Señor de la Guerra Minotauro	Военачальник Минотавров	Minotauro Senhor da Guerra	Minotaurus-Kriegsherr	Władca minotaurów	Velitel Minotaurů	Minotor Kumandanı	Signore della Guerra Minotauro	
lich	Lich	Lich	Лич	Lich	Lich	Licz	Lich	Liç	Lich	
manticore_great	Great Manticore	Gran Mantícore	Большая Мантикора	Mantícora Grande	Großer Mantikor	Wielka mantykora	Velký Manticore	Büyük Mantikor	Grande Manticora	
manticore	Manticore	Mantícore	Мантикора	Mantícora	Mantikor	Mantykora	Manticore	Mantikor	Falsa Manticora	
troll_marauder	Troll Marauder	Rey Troll	Тролль-налётчик	Troll Saqueador	Troll-Plünderer	Troll wędrowny	Plenící trol	Trol Çapulcu	Re Troll	
ursan_chief	Ursan Chief	Ursan	Урсан	Chefe Ursan	Ursan-Häuptling	Herszt Ursanów	Šéf Ursanů	Ursan Şefi	Capo Ursan	
skeleton_warlord	Skeletal Warlord	Campeón Esqueleto	Скелет Генерала	Esqueleto Senhor da Guerra	Skelett-Kriegsherr	Herszt szkieletów	Velitel kostlivců	İskelet Kumandanı	Campione Scheletro	
zuzsare	Flame Prophet	Profeta de la Llama	Пророчица Пламени	Profeta das Chamas	Flammenprophetin	Prorokini Ognia	Ohnivý prorok	Alev Kahini	Profeta della Lama	
zuzsare_hostile	Zuz'sare	Zuz'sare	Зуз'саэр	Zuz'sare	Zuz'sare	Zuz'sare	Zuz'sare	Zuz'sare	Zuz'sare	
undermother	The Undermother	La Inframadre	Мать Подземья	A Mãe das Profundezas	Mutter der Tiefe	Podziemna Królowa	Podzemní matka	Yer Ana	La Madre delle caverne	
undermother_weak	The Undermother	La Inframadre	Мать Подземья	A Mãe das Profundezas	Mutter der Tiefe	Podziemna Królowa	Podzemní matka	Yer Ana	La Madre delle caverne	
wild_werewolf	Werewolf	Hombre-Lobo Furioso	Оборотень	Lobisomem	Werwolf	Wilkołak	Vlkodlak	Kurtadam	Licantropo Furioso	
D11_greater_demon	Greater Demon	Demonio Mayor	Архидемон	Demônio Superior	Höherer Dämon	Większy demon	Větší démon	Büyük İblis	Demone Maggiore	
manticore_lesser	Manticore Whelp	Cría de Mantícore	Детеныш Мантикоры	Filhote de Mantícora	Junger Mantikor	Młoda mantykora	Mládě Mantikora	Mantikor Ejderi	Cucciolo di Manticora	
mamba	Mamba	Mamba	Мамба	Mamba	Mamba	Mamba	Mamba	Mamba	Mamba	
coral_snake	Coral Snake	Serpiente Coral	Коралловая Змея	Cobra Coral	Korallenschlange	Wąż koralowy	Korálovec	Mercan Yılanı	Serpente Corallo	
friguld_guard	Guard	Guardia	Страж	Guarda	Wache	Strażnik	Stráž	Muhafız	Guardia	
friguld_captain	Captain	Capitán	Капитан	Capitão	Hauptmann	Kapitan	Kapitán	Yüzbaşı	Capitano	
h7_jarbad	Jarbad	Jarbad	Харбад	Jarbad	Jarbad	Jarbad	Jarbad	Jarbad	Jarbad	
steel_thunder	Steel Thunder	Trueno de Acero	Стальной Гром	Trovão de Aço	Stählerner Donner	Stalowy Grzmot	Ocelový Hrom	Çelik Yıldırım	Tuono d'acciaio	
H6_chancellor	Chancellor Malard 	Canciller Malard	Канцлер Мэлард	Chanceler Malard	Kanzler Malard	Kanclerz Malard	Kancléř Malard	Şansölye Malard	Cancelliere Malard	
giant_mamba	Giant Mamba	Mamba Gigante	Гигантская Мамба	Mamba Gigante	Riesenmamba	Mamba olbrzymia	Obrovská Mamba	Dev Mamba	Mamba Gigante	
golem_iron_lesser	Iron Guardian	Guardián de Hierro	Железный Страж	Guardião de Ferro	Eiserner Wächter	Żelazny strażnik	Železný Strážce	Demir Muhafız	Guardiano di ferro	
H6_snake	Zilda	Zilda	Зилда	Zilda	Zilda	Zilda	Zilda	Zilda	Zilda	
G6_snake	Zilda	Zilda	Зилда	Zilda	Zilda	Zilda	Zilda	Zilda	Zilda	
H6_director	Director	Director	Директор	Diretor	Direktor	Zarządca	Ředitel	Yönetici	Direttore	
kurg_ape	Kurg Ape	Mono Kurg	Кург Обезьяна	Kurg Símio	Kurg-Affe	Kurg	Kurgská Opice	Kurg Maymunu	Scimmia Kurg	
kurg_silverback	Kurg Silverback	Lomo Plateado Kurg	Кург Сереброспин	Kurg Costaprateada	Kurg-Silberrücken	Kurg srebrnogrzbiety	Kurgský Stříbrohřbet	Kurg Gümüşsırt	Kurg Schienargento	
kurg_king	Kurg King	Rey Kurg	Король Кург	Kurg Rei	Kurg-König	Król Kurgów	Kurgský Král	Kurg Kralı	Re Kurg	
kurg_elder	Kurg Elder	Anciano Kurg	Кург Старейшина	Kurg Ancião	Alter Kurg	Starszy Kurg	Kurgský Stařešina	Kurg Büyüğü	Kurg Anziano	
H6_clerk	Clerk	Cajero	Клерк	Escriturário	Buchhalter	Kleryk	Úředník	Kâtip	Cassiere	
lich_H7	High Priest	Sumo Sacerdote	Первосвященник	Sumo Sacerdote	Hohepriester	Wysoki kapłan	Vysoký Kněz	Başrahip	Sommo sacerdote 	
D12_werewolf_ahroun	Ahroun	Ahroun	Ароун	Ahroun	Ahroun	Ahroun	Ahroun	Ahroun	Ahroun	
D12_warrior	Warrior	Guerrero	Воин	Guerreiro	Krieger	Wojownik	Válečník	Savaşçı	Guerriero	
D12_warrior_silver	Warrior	Guerrero	Воин	Guerreiro	Krieger	Wojownik	Válečník	Savaşçı	Guerriero	
D12_xerla	Xerla	Xerla	Зерла	Xerla	Xerla	Xerla	Xerla	Xerla	Xerla	
lesser_werewolf	Werewolf	Hombre-Lobo	Оборотень	Lobisomem	Werwolf	Wilkołak	Vlkodlak	Kurtadam	Uomo Lupo	
mercia_royal_1	Tharum	Tharum	Тарум	Tharum	Tharum	Tharum	Tharum	Tharum	Tharum	
ice_wolf	Ice Wolf	Lobo de Hielo	Ледовый Волк	Lobo Gélido	Eiswolf	Lodowy wilk	Polární Vlk	Buz Kurdu	Lupo del Ghiaccio	
horror	Dimensional Parasite	Parásito Dimensional	Пространственный паразит	Parasita Dimensional	Parasit der Dimensionen	Międzywymiarowy Darmozjad	Dimenzní Parazit	Boyutlu parazit	Parassita Dimensionale	
minotaur_ashen	Ashen Minotaur	Minotauro Sombrío	Пепельный Минотавр	Minotauro das Cinzas	Aschgrauer Minotaurus	Minotaur popiołu	Popelečný Minotaur	Ashen Minotaur	Minotauro Ombra	
minotaur_oracle_ashen	Ashen Oracle	Oráculo Sombrío	Пепельный Оракул	Oráculo das Ruínas	Aschgraues Orakel	Wyrocznia popiołu	Popelečný Minotaur	Ashen Oracle	Oracolo Ombra	
minotaur_ashen_warlord	Ashen Warlord	Señor de las Cenizas	Пепельный Рубака	Lorde das Cinzas	Aschgrauer Kriegsherr	Władca popiołu	Popelečný Válečník	Ashen Warlord	Signore della guerra Ombra	
minotaur_underking	The Underking	El Rey Profundo	Король Подземья	Rei das Profundezas	König der Tiefe	Underking	Hlubinný Král	Underking	Il Re Profondo	
saaldarmelar	Saaldarmelar	Saaldarmelar	Саалдармилар	Saaldarmelar	Saaldarmelar	Saaldarmelar	Saaldarmelar	Saaldarmelar	Saaldarmelar	
xambyr	Xambyr	Xambyr	Замбир	Xambyr	Xambyr	Xambyr	Xambyr	Xambyr	Xambyr	
steel_spider	Steel Spider	Araña de Acero	Паук из стали	Aranha de Aço	Stählerne Spinne	Stalowy pająk	Ocelový Pavouk	Çelik örümcek	Ragno d'acciaio	
steel_wizard	Steel Wizard	Mago de Acero	Маг из стали	Mago de Aço	Stählerner Zauberer	Stalowy czarodziej	Ocelový Čaroděj	Çelik sihirbazı	Mago d'acciaio	
young_ice_wyrm	Young Ice Wyrm	Cría de Dragón Blanco	Ледяной Червец	Filhote de Dragão Gélido	Junger Eisdrache	Młody smok lodowy	Mládě Bílého Draka	Genç Buz Wyrm	Giovane Viverna di ghiaccio	
minotaur_royal_guard	Royal Guard	Guardia Real	Королевская стража	Guarda Real	Königliche Wache	Strażnik Królewski	Královský Gardista	Kraliyet Muhafızı	Guardia Reale	
minotaur_priest	Priest	Sacerdote	Жрец	Sacerdote	Priesterin	Kapłan	Kněžka	rahip	Sacerdote	
minotaur_highpriest	High Priestess Br'mee	Suma Sacerdotisa Br'mee	Высшая Жрица Бр'Ми	Suma Sacerdotisa Br'mee	Hohepriesterin Br'mee	Wysoki Kapłan Br'mee	Vyšší Kněžka Br'mee	Yüksek rahip Br'mee	Alta Sacerdotessa Br'mee	
minotaur_king	King M'dmoo	Rey M'dmoo	Король Эм'Дмуу	Rei M'dmoo	König M'dmoo	Król M'dmoo	Král M'dmoo	Kral M'dmoo	Re M'dmoo	
minotaur_renegade	Renegade	Renegade	Отступник	Renegado	Abtrünniger	Renegat	Odpadlík	Dönek	Rinnegato	
demonic_spider	Demonic Spider	Araña Demoníaca	Демонический паук	Aranha Demoníaca	Dämonenspinne	Demoniczny pająk	Démonický Pavouk	Şeytan Örümcek	Ragno demoniaco	
zombie_dragon	Zombie Dragon	Dragón Zombie	Дракон-Зомби	Dragão Zumbi	Zombiedrache	Smok zombie	Dračí Zombie	Zombi ejderha	Drago Zombie	
goblin_zealot	Zealot	Fanático	Фанатик	Zelote	Zelot	Gorliwy goblin	Fanatik	fanatik	Fanatico	
dragon_priest	Dragon Priest	Sacerdote de Dragón	Жрец Дракона	Sacerdote Dracônico	Drachenpriester	Smoczy kapłan	Dračí Kněz	Ejderha rahip	Sacerdote del Drago	
red_dragon_elder	Elder Dragon	Dragón Anciano	Древний Дракон	Dragão Ancião	Alter Drache	Starszy smok	Starší Drak	Yaşlı ejderha	Drago Anziano	
valeran	Valeran	Valeran	Валеран	Valeran	Valeran	Valeran	Valeran	valeran	Valeran	
goblin_weaponsmith	Stridsibum	Stridsibum	Стридсибум	Stridsibum	Stridsibum	Stridsibum	Stridsibum	Stridsibum	Stridsibum	
war_droid	Battle Droid	Androide de Batalla	Боевой дроид	Droide de Batalha	Kampfdroide	Robot bitewny	Bitevní Droid	Savaş droid	Androide di Battaglia	
I3_amarisa	Amarisa	Amarisa	Амариса	Amarisa	Amarisa	Amarisa	Amarisa	amarisa	Amarisa	
forsaken_knight	Forsaken	Olvidado	Отречённый	Exilado	Vergessener	Forsaken	Zatracený	terkedilmiş	Dimenticato	
forsaken_assassin	Forsaken	Olvidado	Отречённый	Exilado	Vergessener	Forsaken	Zatracený	terkedilmiş	Dimenticato	
forsaken_mage	Forsaken	Olvidado	Отречённый	Exilado	Vergessener	Forsaken	Zatracený	terkedilmiş	Dimenticato	
magister	Magister	Maestro	Магистр	Magister	Magister	Mistrz	Magistr	Hakim Bey	Maestro	
forsaken_knight2	Forsaken	Olvidado	Отречённый	Exilado	Vergessener	Forsaken	Zatracený	terkedilmiş	Dimenticato	
forsaken_calenda	Lady Calenda	Lady Calenda	Леди Календа	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	
amarisa_reactor	Amarisa	Amarisa	Амариса	Amarisa	Amarisa	Amarisa	Amarisa	Amarisa	Amarisa	
forsaken_calenda_victim	Lady Calenda	Lady Calenda	Леди Календа	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	
spirit_wolf	Spirit Wolf	Lobo Espiritual	Дух Волка	Lobo Espiritual	Geisterwolf	Duch wilka	Duchovlk	Ruh Kur	Lupo spirituale	
familiar1	Sparkling	Sparkling	Сверкающий	Diabrete de Choque	Sparkling	Demon Błyskawic	Skřítek	Köpüklü	Sparkling	
familiar2	Sparkling	Sparkling	Сверкающий	Diabrete de Choque	Sparkling	Demon Błyskawic	Skřítek	Köpüklü	Sparkling	
mausoleum_lich	Lich	Lich	Лич	Lich	Lich	Lisz	Lich	Lich	Lich	
fire_elemental_1	Fire Elemental	Elemental de Fuego	Огненный элементал	Elemental de Fogo	Feuerelementar	Żywiołak Ognia	Ohnivý Elementál	Ateş Elemental	Elementare del Fuoco	
fire_elemental_2	Fire Elemental	Elemental de Fuego	Огненный элементал	Elemental de Fogo	Feuerelementar	Żywiołak Ognia	Ohnivý Elementál	Ateş Elemental	Elementare del Fuoco	
fire_elemental_3	Fire Elemental	Elemental de Fuego	Огненный элементал	Elemental de Fogo	Feuerelementar	Żywiołak Ognia	Ohnivý Elementál	Ateş Elemental	Elementare del Fuoco	
ice_elemental_1	Ice Elemental	Elemental de Hielo	Ледяной Элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz Elemental	Elementare del Ghiaccio	
ice_elemental_2	Ice Elemental	Elemental de Hielo	Ледяной Элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz Elemental	Elementare del Ghiaccio	
ice_elemental_3	Ice Elemental	Elemental de Hielo	Ледяной Элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz Elemental	Elementare del Ghiaccio	
conjurer_14_female	Conjurer	Conjurador	Колдун	Conjurador	Zauberer	Przywoływacz	Kouzelník	afsuncu	Evocatore	
earth_elemental_1	Earth Elemental	Elemental de Tierra	Земляной Элементал	Elemental de Terra	Erdelementar	Żywiołak Ziemi	Zemní Elementál	Dünya Elemental	Elementare della Terra	
yeti	Yeti	Yeti	Йетти	Yeti	Yeti	Yeti	Yeti	Yeti	Yeti.	
yeti_ancient	Ancient Yeti	Yeti Anciano	Древний Йетти	Yeti Ancestral	Alter Yeti	Starożytne Yeti	Starověký Yeti	Eski Yeti	Yeti Antico	
h12_woodsman	Woodsman	Leñador	Дровосек	Lenhador	Holzfäller	Drwal	Dřevorubec	oduncu	Boscaiolo	
IM_greyrune	Dorphis Greyrune	Dorphis Greyrune	Дорфис Грейрун	Dorphis Greyrune	Dorphis Greyrune	Dorphis Szara Runa	Dorphis Greyrune	Dorphis Greyrune	Dorphis Greyrune	
IM_night_lord	Night Lord	Señor de la Noche	Лорд Ночи	Senhor da Noite	Herr der Nacht	Mroczny Władca	Pán Noci	Gece efendisi	Signore della Notte	
arcane_knight_captain	Arcane Knight	Caballero Arcano	Мистический Рыцарь	Cavaleiro Arcano	Arkaner Ritter	Tajemny rycerz	Arkánský Rytíř	Arcane Knight	Cavaliere Arcano	
IM_amarisa	Amarisa	Amarisa	Амариса	Amarisa	Amarisa	Amarisa	Amarisa	Amarisa	Amarisa.	
golem_iron_1	Iron Golem	Golem de Hierro	Железный Голем	Golem de Ferro	Eisengolem	Żelazny Golem	Železný Golem	Demir Golem	Golem di Ferro.	
g13_dragon	Krysoradir	Krysoradir	Крисорадир	Krysoradir	Krysoradir	Krysoradir	Krysoradir	Krysoradir	Krysoradir	
mercia_royal_4	Myrso	Myrso	Мирсо	Myrso	Myrso	Myrso	Myrso	Myrso	Myrso	
mercia_royal_5	Tenera	Tenera	Тенера	Tenera	Tenera	Tenera	Tenera	tenera	Tenera	
elemental_acid_epic	Animated Waste	Residuo Animado	Оживленные отходы	Resíduo Animado	Lebender Abfall	Ożywione Odpady	Živoucí Odpad	Animasyonlu Atık	Residuo Animale	
mutant_rat	Mutant Rat	Rata Mutante	Крыса Мутант	Rato Mutante	Mutierte Ratte	Zmutowany Szczur	Zmutovaná Krysa	Mutant Sıçan	Ratto Mutante	
mutant_devourer	Mutant Devourer	Devorador Mutante	Пожиратель Мутант	Devorador Mutante	Mutierter Verschlinger	Zmutowany Pożeracz	Zmutovaný Požírač	Mutant Devourer	Divoratore Mutante	
skeleton_giant	Giant Skeleton	Esqueleto Gigante	Гигантский скелет	Esqueleto Gigante	Riesenskelett	Olbrzymi Szkielet	Obrovský Kostlivec	dev İskelet	Scheletro Gigante.	
demilich	Demilich	Demilich	Демилих	Demilich	Demilich	Pół-lisz	Demilich	Demilich	Demilich	
carrion_lord	Carrion Lord	Señor de la Carroña	Лорд падальщик	Lorde Carniceiro	Aasmeister	Władca Pożeracz	Pán Požíračů	Karanlığın Lordu	Signore del Carro	
IM_sewer_lich	Merzadan the Undying	Merzadan el Inmortal	Мерзадан Бессмертный	Merzadan o Imortal	Merzadan der Unsterbliche	Merzadan Nieśmiertelny	Merzadan Neumírající	Merzadan Ölümsüzlük	Merzadan il Nonmorto	
golem_steel	Ancient Guardian	Guardian Antiguo	Древний Страж	Guardião Ancestral	Alter Wächter	Starożytny Strażnik	Starověký Strážce	Eski Guardian	Guardiano Antico	
blue_wizard	Blue Wizard	Mago Azul	Синий Маг	Mago Azul	Blauer Zauberer	Niebieski Czarodziej	Modrý Čaroděj	Mavi sihirbaz	Mago Blu	
red_wizard	Red Wizard	Mago Rojo	Красный Маг	Mago Vermelho	Roter Zauberer	Czerwony Czarodziej	Červený Čaroděj	Kırmızı Sihirbazı	Mago Rosso	
ice_elemental_epic	Ice elemental	Elemental de Hielo	Ледяной элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz elementel	Elementare del Ghiaccio	
fire_elemental_epic	Fire Elemental	Elemental de Fuego	Огненный элементал	Elemental de Fogo	Feuerelementar	Żywiołak Ognia	Ohnivý Elementál	Ateş Elemental	Elementare del Fuoco	
white_dragon_epic	White King	Rey Blanco	Белый Король	Rei Branco	Weißer König	Biały Król	Bílý Král	Beyaz kral	Re Bianco	
red_wizard_lord	Saradan the Fire Lord	Saradan el Señor del Fuego	Сарадан Повелитель Пламени	Saradan o Senhor do Fogo	Saradan der Feuermeister	Saradan Władca Ognia	Ohnivý Pán Sardan	Saradan Ateş Efendisi	Saradan il signore del Fuoco	
IM_breno	Breno	Breno	Брено	Breno	Breno	Breno	Breno	Breno	Breno	
IM_demon	Demon	Demonio	Демон	Demônio	Dämon	Demon	Démon	İblis	Demonio	
IM_demon_greater	Greater Demon	Demonio Mayor	Великий Демон	Demônio Superior	Höherer Dämon	Większy Demon	Větší Démon	Büyük İblis	Demonio Maggiore	
IM_lord_pit	Lord of the Pit	Señor del Abismo	Повелитель бездны	Senhor do Abismo	Herr der Grube	Władca Otchłani	Pán Pláně	Çukurun Lordu	Signore della Fossa	
arena_decurion	Soldier	Soldado	Солдат	Soldado	Soldat	Żołnierz	Voják	Asker	Soldato	
stormknight	Stormknight	Caballero de la Tormenta	Рыцарь Шторма	Cavaleiro da Tempestade	Sturmritter	Rycerz sztormu	Rytíř Rodu Storme		Cavaliere della tempesta	
beheaded	Beheaded One	Decapitado	Обезглавленный	Decapitado	Enthaupteter	Zdekapitowany	Bezhlavý		Decapitato	
beheaded2	Beheaded One	Decapitado	Обезглавленный	Decapitado	Enthaupteter	Zdekapitowany	Bezhlavý		Decapitato	
beheaded3	Beheaded One	Decapitado	Обезглавленный	Decapitado	Enthaupteter	Zdekapitowany	Bezhlavý		Decapitato	
arena_sargos	Sargos the Madman	Sargos el Loco	Саргос Безумный	Sargos, o Louco	Sargos der Irre	Sargos Szaleniec	Sargos Šílený		Sargos il Pazzo	
D13_giant_chief	Chief Baabu	Jefe Baabu	Вождь Баабу	Chefe Baabu	Häuptling Baabu	Wódz Baabu	Náčelník Baabu		Capo Baabu	
D13_mantros	Mantros	Mantros	Мантрос	Mantros	Mantros	Mantros	Mantros		Mantros	
monk	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich		Monaco	
C13_redmoon	Red Moon	Luna Roja	Красная Луна	Lua Vermelha	Roter Mond	Czerwony Księżyc	Rudý Měsíc		Luna Rossa	
shadow_lesser	Lesser Shadow	Sombra Menor	Малая Тень	Sombra Menor	Niederer Schatten	Pomniejszy Cień	Nižší stín		Ombra Minore	
shadow_hound	Shadow Hound	Mastín Sombrío	Гончая Теней	Cão Sombrio	Schattenhund	Ogar Cienia	Stínový pes		Levriero Ombra	
lost_soul	Lost Soul	Alma Perdida	Потерянная Душа	Alma Perdida	Verlorene Seele	Zgubiona dusza	Ztracená duše		Anima Perduta	
