spawn_ID	name	name_ES	russian	PT	DE	PL	CZ	TR	IT	FR
ice_elemental_1	Ice Elemental	Elemental de Hielo	Ледяной Элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz Elemental	Elementare del Ghiaccio	Ice Elemental
ice_elemental_2	Ice Elemental	Elemental de Hielo	Ледяной Элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz Elemental	Elementare del Ghiaccio	Ice Elemental
ice_elemental_3	Ice Elemental	Elemental de Hielo	Ледяной Элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz Elemental	Elementare del Ghiaccio	Ice Elemental
conjurer_14_female	Conjurer	Conjurador	Колдун	Conjurador	Zauberer	Przywoływacz	Kouzelník	afsuncu	Evocatore	Conjurer
earth_elemental_1	Earth Elemental	Elemental de Tierra	Земляной Элементал	Elemental de Terra	Erdelementar	Żywiołak Ziemi	Zemní Elementál	Dünya Elemental	Elementare della Terra	Earth Elemental
yeti	Yeti	Yeti	Йетти	Yeti	Yeti	Yeti	Yeti	Yeti	Yeti.	Yeti
yeti_ancient	Ancient Yeti	Yeti Anciano	Древний Йетти	Yeti Ancestral	Alter Yeti	Starożytne Yeti	Starověký Yeti	Eski Yeti	Yeti Antico	Ancient Yeti
h12_woodsman	Woodsman	Leñador	Дровосек	Lenhador	Holzfäller	Drwal	Dřevorubec	oduncu	Boscaiolo	Woodsman
IM_greyrune	Dorphis Greyrune	Dorphis Greyrune	Дорфис Грейрун	Dorphis Greyrune	Dorphis Greyrune	Dorphis Szara Runa	Dorphis Greyrune	Dorphis Greyrune	Dorphis Greyrune	Dorphis Greyrune
IM_night_lord	Night Lord	Señor de la Noche	Лорд Ночи	Senhor da Noite	Herr der Nacht	Mroczny Władca	Pán Noci	Gece efendisi	Signore della Notte	Night Lord
arcane_knight_captain	Arcane Knight	Caballero Arcano	Мистический Рыцарь	Cavaleiro Arcano	Arkaner Ritter	Tajemny rycerz	Arkánský Rytíř	Arcane Knight	Cavaliere Arcano	Arcane Knight
IM_amarisa	Amarisa	Amarisa	Амариса	Amarisa	Amarisa	Amarisa	Amarisa	Amarisa	Amarisa.	Amarisa
golem_iron_1	Iron Golem	Golem de Hierro	Железный Голем	Golem de Ferro	Eisengolem	Żelazny Golem	Železný Golem	Demir Golem	Golem di Ferro.	Iron Golem
g13_dragon	Krysoradir	Krysoradir	Крисорадир	Krysoradir	Krysoradir	Krysoradir	Krysoradir	Krysoradir	Krysoradir	Krysoradir
mercia_royal_4	Myrso	Myrso	Мирсо	Myrso	Myrso	Myrso	Myrso	Myrso	Myrso	Myrso
mercia_royal_5	Tenera	Tenera	Тенера	Tenera	Tenera	Tenera	Tenera	tenera	Tenera	Tenera
elemental_acid_epic	Animated Waste	Residuo Animado	Оживленные отходы	Resíduo Animado	Lebender Abfall	Ożywione Odpady	Živoucí Odpad	Animasyonlu Atık	Residuo Animale	Animated Waste
mutant_rat	Mutant Rat	Rata Mutante	Крыса Мутант	Rato Mutante	Mutierte Ratte	Zmutowany Szczur	Zmutovaná Krysa	Mutant Sıçan	Ratto Mutante	Mutant Rat
mutant_devourer	Mutant Devourer	Devorador Mutante	Пожиратель Мутант	Devorador Mutante	Mutierter Verschlinger	Zmutowany Pożeracz	Zmutovaný Požírač	Mutant Devourer	Divoratore Mutante	Mutant Devourer
skeleton_giant	Giant Skeleton	Esqueleto Gigante	Гигантский скелет	Esqueleto Gigante	Riesenskelett	Olbrzymi Szkielet	Obrovský Kostlivec	dev İskelet	Scheletro Gigante.	Giant Skeleton
demilich	Demilich	Demilich	Демилих	Demilich	Demilich	Pół-lisz	Demilich	Demilich	Demilich	Demilich
carrion_lord	Carrion Lord	Señor de la Carroña	Лорд падальщик	Lorde Carniceiro	Aasmeister	Władca Pożeracz	Pán Požíračů	Karanlığın Lordu	Signore del Carro	Carrion Lord
IM_sewer_lich	Merzadan the Undying	Merzadan el Inmortal	Мерзадан Бессмертный	Merzadan o Imortal	Merzadan der Unsterbliche	Merzadan Nieśmiertelny	Merzadan Neumírající	Merzadan Ölümsüzlük	Merzadan il Nonmorto	Merzadan the Undying
golem_steel	Ancient Guardian	Guardian Antiguo	Древний Страж	Guardião Ancestral	Alter Wächter	Starożytny Strażnik	Starověký Strážce	Eski Guardian	Guardiano Antico	Ancient Guardian
blue_wizard	Blue Wizard	Mago Azul	Синий Маг	Mago Azul	Blauer Zauberer	Niebieski Czarodziej	Modrý Čaroděj	Mavi sihirbaz	Mago Blu	Blue Wizard
red_wizard	Red Wizard	Mago Rojo	Красный Маг	Mago Vermelho	Roter Zauberer	Czerwony Czarodziej	Červený Čaroděj	Kırmızı Sihirbazı	Mago Rosso	Red Wizard
ice_elemental_epic	Ice elemental	Elemental de Hielo	Ледяной элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz elementel	Elementare del Ghiaccio	Ice elemental
fire_elemental_epic	Fire Elemental	Elemental de Fuego	Огненный элементал	Elemental de Fogo	Feuerelementar	Żywiołak Ognia	Ohnivý Elementál	Ateş Elemental	Elementare del Fuoco	Fire Elemental
white_dragon_epic	White King	Rey Blanco	Белый Король	Rei Branco	Weißer König	Biały Król	Bílý Král	Beyaz kral	Re Bianco	White King
red_wizard_lord	Saradan the Fire Lord	Saradan el Señor del Fuego	Сарадан Повелитель Пламени	Saradan o Senhor do Fogo	Saradan der Feuermeister	Saradan Władca Ognia	Ohnivý Pán Sardan	Saradan Ateş Efendisi	Saradan il signore del Fuoco	Saradan the Fire Lord
IM_breno	Breno	Breno	Брено	Breno	Breno	Breno	Breno	Breno	Breno	Breno
IM_demon	Demon	Demonio	Демон	Demônio	Dämon	Demon	Démon	İblis	Demonio	Démon
IM_demon_greater	Greater Demon	Demonio Mayor	Великий Демон	Demônio Superior	Höherer Dämon	Większy Demon	Větší Démon	Büyük İblis	Demonio Maggiore	Greater Demon
IM_lord_pit	Lord of the Pit	Señor del Abismo	Повелитель бездны	Senhor do Abismo	Herr der Grube	Władca Otchłani	Pán Pláně	Çukurun Lordu	Signore della Fossa	Lord of the Pit
arena_decurion	Soldier	Soldado	Солдат	Soldado	Soldat	Żołnierz	Voják	Asker	Soldato	Soldier
stormknight	Stormknight	Caballero de la Tormenta	Рыцарь Шторма	Cavaleiro da Tempestade	Sturmritter	Rycerz sztormu	Rytíř Rodu Storme	Stormknight	Cavaliere della tempesta	Stormknight
beheaded	Beheaded One	Decapitado	Обезглавленный	Decapitado	Enthaupteter	Zdekapitowany	Bezhlavý	Beheaded One	Decapitato	Beheaded One
beheaded2	Beheaded One	Decapitado	Обезглавленный	Decapitado	Enthaupteter	Zdekapitowany	Bezhlavý	Beheaded One	Decapitato	Beheaded One
beheaded3	Beheaded One	Decapitado	Обезглавленный	Decapitado	Enthaupteter	Zdekapitowany	Bezhlavý	Beheaded One	Decapitato	Beheaded One
arena_sargos	Sargos the Madman	Sargos el Loco	Саргос Безумный	Sargos, o Louco	Sargos der Irre	Sargos Szaleniec	Sargos Šílený	Sargos the Madman	Sargos il Pazzo	Sargos the Madman
D13_giant_chief	Chief Baabu	Jefe Baabu	Вождь Баабу	Chefe Baabu	Häuptling Baabu	Wódz Baabu	Náčelník Baabu	Chief Baabu	Capo Baabu	Chief Baabu
D13_mantros	Mantros	Mantros	Мантрос	Mantros	Mantros	Mantros	Mantros	Mantros	Mantros	Mantros
monk	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich	Keşiş	Monaco	Moine
C13_redmoon	Red Moon	Luna Roja	Красная Луна	Lua Vermelha	Roter Mond	Czerwony Księżyc	Rudý Měsíc	Red Moon	Luna Rossa	Red Moon
shadow_lesser	Lesser Shadow	Sombra Menor	Малая Тень	Sombra Menor	Niederer Schatten	Pomniejszy Cień	Nižší stín	Lesser Shadow	Ombra Minore	Lesser Shadow
shadow_hound	Shadow Hound	Mastín Sombrío	Гончая Теней	Cão Sombrio	Schattenhund	Ogar Cienia	Stínový pes	Shadow Hound	Levriero Ombra	Shadow Hound
lost_soul	Lost Soul	Alma Perdida	Потерянная Душа	Alma Perdida	Verlorene Seele	Zgubiona dusza	Ztracená duše	Lost Soul	Anima Perduta	Lost Soul
shadow_raging	Raging Shadow	Furia Sombría	Разъярённая Тень	Fúria Sombria	Wütender Schatten	Wściekły Cień	Zuřivý stín	Raging Shadow	Ombra Furiosa	Raging Shadow
shadow_greater	Greater Shadow	Sombra Mayor	Великая Тень	Sombra Maior	Höherer Schatten	Wielki Cień	Vyšší stín	Greater Shadow	Ombra Maggiore	Greater Shadow
dark_presence	Dark Presence	Presencia Oscura	Тёмная Сущность	Presença Obscura	Dunkle Präsenz	Mroczna Obecność	Temné vzezření	Dark Presence	Presenza Oscura	Dark Presence
void_lord	Void Lord	Señor del Abismo	Повелитель Пустоты	Senhor do Abismo	Herr der Leere	Pan Pustki	Pán Prázdnoty	Void Lord	Signore degli Abissi	Void Lord
C13_monk_leader	Brother Tarlus	Hermano Tarlus	Брат Тарлус	Irmão Tarlus	Bruder Tarlus	Brat Tarlus	Bratr Tarlus	Brother Tarlus	Fratello Tarlus	Brother Tarlus
C13_monk	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich	Keşiş	Monaco	Moine
C13_monk_healer	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich	Keşiş	Monaco	Moine
mercia_royal_7	Melporth	Melporth	Мелпорт	Melporth	Melporth	Melporth	Melporth	Melporth	Melporth	Melporth
stormknight_captain	Captain Fendrick	Capitán Fendrick	Капитан Фендрик	Capitão Frendrick	Hauptmann Fendrick	Kapitan Fendrick	Kapitán Fendrick	Captain Fendrick	Capitano Fendrick	Captain Fendrick
I9_necromancer	Necromancer	Nigromante	Некромант	Necromante	Tötenbeschwörer	Nekromanta	Nekromancer	Nekromansçı	Negromante	Nécromancien
executioner	The Executioner	El Verdugo	Палач	O Executor	Der Henker	Kat	Kat	The Executioner	Il Boia	The Executioner
vampire	Vampire	Vampiro	Вампир	Vampiro	Vampir	Wampir	Upír	Vampire	Vampiro	Vampire
vampire_lord	Vampire Elder	Vampiro Anciano	Древний Вампир	Vampiro Arcano	Vampir-Ältester	Starszy Wampir	Starší Upír	Vampire Elder	Vampiro Antico	Vampire Elder
I9_baron	Dobros Storme	Dobros Storme	Доброс Сторм	Dobros Storme	Dobros Storme	Dobros Storme	Dobros Storme	Dobros Storme	Dobros Storme	Dobros Storme
beggar	Beggar	Mendigo	Нищий	Mendigo	Bettler	Żebrak	Žebrák	Beggar	Mendicante	Beggar
ursan_shaman	Shaman	Chamán	Шаман	Xamã	Schamane	Szaman	Šaman	Shaman	Sciamano	Shaman
ursan_high_shaman	High Shaman	Alto Chamán	Верховный Шаман	Alto Xamã	Hoher Schamane	Wysoki Szaman	Starší Šaman	High Shaman	Alto Sciamano	High Shaman
korne_king	King of Korne	Rey de Korne	Король Корна	Rei de Korne	König von Korne	Król Korne	Kornský Král	King of Korne	Re di Korne	King of Korne
lich_h10	Lich	Lich	Рексадон	Lich	Lich	Licz	Lich	Lich	Lich	Lich
rexadon	Rexadon	Guerrero	Шаман-рексадон	Guerreiro	Rexadon	Rexadon	Rexadon	Rexadon	Guerriero Rexadon	Rexadon
rexadon_shaman	Rexadon Shaman	Chamán Rexadon	Вождь-рексадон	Xamã Rexadon	Rexadon-Schamane	Rexadon Szaman	Rexadon Shaman	Rexadon Shaman	Sciamano Rexadon	Rexadon Shaman
rexadon_champion	Rexadon Chief	Jefe Rexadon	Кровавый призрак	Chefe Rexadon	Rexadon-Häuptling	Rexadon Wódz	Rexadon Chief	Rexadon Chief	Capo Rexadon	Rexadon Chief
blood_wraith	Blood Wraith	Espectro de Sangre	Ледяной великан	Espectro de Sangue	Blutgespenst	Krwawe Widmo	Blood Wraith	Blood Wraith	Spettro di Sangue	Blood Wraith
ice_giant	Ice Giant	Gigante de Hielo	Азеран	Gigante de Gelo	Eisriese	Lodowy Gigant	Ice Giant	Ice Giant	Gigante di Ghiaccio	Ice Giant
H10_azeran	Azeran	Azeran	Таласс	Azeran	Azeran	Azeran	Azeran	Azeran	Azeran	Azeran
h10_thalassos	Thalassos	Thalassos	Демон бездны	Thalassos	Thalassos	Thalassos	Thalassos	Thalassos	Thalassos	Thalassos
abyss_demon	Abyss Demon	Demonio Abismal	Владыка города	Demônio Abismal	Höllendämon	Demon Otchłani	Abyss Demon	Abyss Demon	Demonio dell'Abisso	Abyss Demon
city_lord	Lord of the City	Señor de la Ciudad	Владычица города	Senhor da Cidade	Herr der Stadt	Pan Miasta	Lord of the City	Lord of the City	Signore della Città	Lord of the City
city_lady	Lady of the City	Señora de la Ciudad	Друид	Senhora da Cidade	Dame der Stadt	Pani Miasta	Lady of the City	Lady of the City	Signore della Città	Lady of the City
varannari_druid	Druid	Druida	Воин	Druida	Druide	Druid	Druid	Druid	Druido	Druid
varannari_warrior	Warrior	Guerrero	Чёрный волк	Guerreiro	Krieger	Wojownik	Válečník	Savaşçı	Guerriero	Guerrier
black_wolf	Black Wolf	Lobo Negro	Ворг	Lobo Negro	Schwarzer Wolf	Czarny Wilk	Black Wolf	Black Wolf	Lupo Nero	Loup Noir
worg	Worg	Wargo	Охотничья луна	Worg	Worg	Worg	Worg	Worg	Worg	Worg
C11_hunting_moon	Hunting Moon	Luna Cazadora	Каменный клык	Lua Caçadora	Jagender Mond	Polujący Księżyc	Hunting Moon	Hunting Moon	Luna Cacciatrice	Hunting Moon
C10_stone_fang	Stone Fang	Colmillo de Piedra	Центурион Хьяртис	Presa de Pedra	Steinzahn	Kamienny Kieł	Stone Fang	Stone Fang	Zanna di Pietra	Stone Fang
C10_centurion	Centurion Hyartis	Centurión Hyartis	Центурион Хьяртис	Centurião Hyartis	Zenturio Hyartis	Centurion Hyartis	Centurion Hyartis	Centurion Hyartis	Centurione Hyartis	Centurion Hyartis
C11_centurion	Centurion Hyartis	Centurión Hyartis	Адский волк	Centurião Hyartis	Zenturio Hyartis	Centurion Hyartis	Centurion Hyartis	Centurion Hyartis	Centurione Hyartis	Centurion Hyartis
c12_demonic_wolf	Demonic Wolf	Lobo Demoníaco	Медведь	Lobo Demoníaco	Dämonenwolf	Demoniczny Wilk	Demonic Wolf	Demonic Wolf	Lupo Demoniaco	Demonic Wolf
bear_summoned	Bear	Oso	Идаликс	Urso	Bär	Niedźwiedź	Medvěd	Ayı	Orso	Ours
j12_hidalix	Hidalix	Hidalix	Стихийный лорд	Hidalix	Hidalix	Hidalix	Hidalix	Hidalix	Hidalix	Hidalix
j12_elemental_lord_ice	Elemental Lord	Señor Elemental	Ледяной лемон	Senhor Elemental	Herr der Elemente	Lord Żywiołak	Elemental Lord	Elemental Lord	Signore Elementare	Elemental Lord
ice_demon	Ice Demon	Demonio Helado	Калагру	Demônio de Gelo	Eisdämon	Lodowy Demon	Ice Demon	Ice Demon	Demone di Ghiaccio	Ice Demon
j12_kalagru	Kalagru	Kalagru	Огромный скелет	Kalagru	Kalagru	Kalagru	Kalagru	Kalagru	Kalagru	Kalagru
J12_skeleton_giant	Giant Skeleton	Esqueleto Gigante	Ужасный дракон	Esqueleto Gigante	Riesenskelett	Szkielet Gigant	Giant Skeleton	Giant Skeleton	Scheletro Gigante	Giant Skeleton
C12_nightmare_dragon	Nightmare Dragon	Dragón Pesadilla	Ночной странник	Dragão do Pesadelo	Albtraumdrache	Koszmarny Smok	Nightmare Dragon	Nightmare Dragon	Dragon	Nightmare Dragon
C12_nightwalker	Nightwalker	Caminante Nocturno	Варесса	Caminhante Noturno	Nachtwanderer	Kroczący w Mroku	Noční chodec	Gece Yürüyen	Camminatore Notturno	Nightwalker
C12_lich_varessa	Varessa	Varessa	Милора	Varessa	Varessa	Varessa	Varessa	Varessa	Varessa	Varessa
C12_lich_mylora	Mylora	Mylora	Блафарн	Mylora	Mylora	Mylora	Mylora	Mylora	Mylora	Mylora
C12_lich_blafarne	Blafarne	Blafarne	Боевой голем	Blafarne	Blafarne	Blafarne	Blafarne	Blafarne	Blafarne	Blafarne
F6_golem_war	War Golem	Golem de Guerra	Грур Железнобокий	Golem de Guerra	Kriegsgolem	Golem Wojenny	War Golem	War Golem	Golem della Guerra	War Golem
F6_rexadon_boss	Grur Ironscale	Grur Ironscale	Древний	Grur Escamaferro	Grur Ironscale	Grur Żelaznołuski	Grur Ironscale	Grur Ironscale	Grur Ironscale	Grur Ironscale
old_one	Old One	Anciano	Древний	Ancião	Altvorderer	Prastary	Old One	Old One	Antico	Old One
old_one_green	Old One	Anciano	Древний	Ancião	Altvorderer	Prastary	Old One	Old One	Antico	Old One
old_one_purple	Old One	Anciano	Часовой страж	Ancião	Altvorderer	Prastary	Old One	Old One	Antico	Old One
clockwork	Clockwork Guardian	Guardián Mecánico	Азеран	Guardião Mecânico	Mechanischer Wächter	Mechaniczny Strażnik	Clockwork Guardian	Clockwork Guardian	Guardiano Meccanico	Clockwork Guardian
F6_azeran	Azeran	Azeran	Азеран	Azeran	Azeran	Azeran	Azeran	Azeran	Azeran	Azeran
F6_azeran_clone	Azeran	Azeran	Азеран	Azeran	Azeran	Azeran	Azeran	Azeran	Azeran	Azeran
lyssara_icemist_echo	Echo of the White King	Echo del Rey Blanco	Echo of the White King	Echo do Rei Branco	Echo of the White King	Echo of the White King	Echo of the White King	Echo of the White King	Echo of the White King	Écho du Roi Blanc
goblin_mini	Goblin Mini	Goblin	Мелкий Пиздюк	Goblin	Goblin	Goblin	Skřet	Goblin	Goblin	Goblin Mini
troll_shrek	Shrek	Troll Chamán	Шрек	Troll Xamã	Troll-Schamane	Troll szaman	Trol šaman	Trol Şaman	Troll Sciamano	Shrek
slave_var_female_2	Slave	Esclavo	Вараннари	Escrava	Sklave	Niewolnica	Otrokyně	Köle	Schiava	Esclave
durak	Peter	Peter	Питер	Peter	Peter	Peter	Peter	Peter	Peter	Peter
durak2	Damian	Damian	Дэмиен	Damian	Damian	Damian	Damian	Damian	Damian	Damian
sansa2	Sansa	sansa	Санса	Sansa	Sansa	Sansa	Sansa	Sansa	Sansa	Sansa
orc_she	Orc Grunt	Soldado Orco	Орчиха	Orc Reles	Ork Kämpfer	Ork	Orkský Bojovník	Ork Savaşçısı	Guerriero Orco	Guerrier Orc
orc_she_warr	Orc Grunt	Soldado Orco	Орчиха Воин	Orc Reles	Ork Kämpfer	Ork	Orkský Bojovník	Ork Savaşçısı	Guerriero Orco	Guerrier Orc
orc_she_leader	Orc Grunt	Soldado Orco	Орчиха Вождь	Orc Reles	Ork Kämpfer	Ork	Orkský Bojovník	Ork Savaşçısı	Guerriero Orco	Guerrier Orc
chief_orc_cook	Orc Cook	Cocinero Orco	Орк Шеф-повар	Cozinheiro Orc	Ork Koch	Orkowy Kucharz	Orkský Kuchař	Ork Aşçısı	Cuoco Orco	Cuisinier Orc
orc_ill	Orc Cook	Cocinero Orco	Больной Орк	Cozinheiro Orc	Ork Koch	Orkowy Kucharz	Orkský Kuchař	Ork Aşçısı	Cuoco Orco	Cuisinier Orc
bandit_bitch	Harlot	Bandido Élite	Блудница	Meretriz	Dirne	Ladacznica	Nevěstka	Fahişe	Prostituta	Prostituée
bandit_bitch_2	Harlot	Bandido Élite	Блудница	Meretriz	Dirne	Ladacznica	Nevěstka	Fahişe	Prostituta	Prostituée
bandit_bitch_3	Harlot	Bandido Élite	Блудница	Meretriz	Dirne	Ladacznica	Nevěstka	Fahişe	Prostituta	Prostituée
bandit_sport	Bodybuilder	Bandido	Культурист	Fisiculturista	Bodybuilder	Kulturysta	Kulturista	Vücut Geliştirici	Culturista	Culturiste
bandit_usain	Bandit	Bandido	Усэйн	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
bandit_toady	Toady	Toady	Подлиза	Puxa-saco	Kriecher	Pochlebca	Toady	Toady	Toady	Toady
bandit_brigadier	Brigadier	Brigadier	Бригадир	Brigadeiro	Brigadier	Brygadier	Brigadier	Brigadier	Brigadier	Brigadier
bandit_bouncer	Bouncer	Bouncer	Вышибала	Segurança	Türsteher	Bramkarz	Vyhazovač	Fedai	Buttafuori	Videur
bandit_murka	Murka	Bandido	Мурка	Murka	Murka	Murka	Murka	Murka	Murka	Murka
bandit_ambal	Ambal	Bandido	Амбал	Ambal	Ambal	Ambal	Ambal	Ambal	Ambal	Ambal
bandit_coach	Coach	Bandido	Тренер	Treinador	Trainer	Trener	Trenér	Antrenör	Allenatore	Entraîneur
bandit_coach2	Coach of champions	Bandido	Тренер чемпионов	Treinador de campeões	Trainer der Champions	Trener mistrzów	Coach of champions	Coach of champions	Coach of champions	Coach of champions
pimp	Pimp	Pimp	Сутенер	Cafetão	Zuhälter	Alfons	Pimp	Pimp	Pimp	Pimp
bandit_ataman	Ataman	Ataman	Атаман	Atamã	Ataman	Ataman	Ataman	Ataman	Ataman	Ataman
tarzan	Tarzan	Tarzan	Тарзан	Tarzan	Tarzan	Tarzan	Tarzan	Tarzan	Tarzan	Tarzan
horseradish	Horseradish	Gigante de las Colinas	Здоровый Хер	Raiz-forte	Meerrettich	Chrzan	Horseradish	Horseradish	Horseradish	Horseradish
wild_elf_male	Wild Elf	Elf	Дикий Эльф	Elfo Selvagem	Wilder Elf	Dziki Elf	Divoký Elf	Vahşi Elf	Elfo Selvaggio	Elfe Sauvage
wild_elf_female	Wild Elfa	Elf	Дикая Эльфийка	Elfa Selvagem	Wilde Elfe	Dzika Elfka	Wild Elfa	Wild Elfa	Wild Elfa	Wild Elfa
wild_elf_archer	Wild Archer	Elf	Лучница	Arqueiro Selvagem	Wilder Bogenschütze	Dziki Lucznik	Wild Archer	Wild Archer	Wild Archer	Wild Archer
wild_elf_berserker	Wild Elf Bers	Elf	Дикий Злой Эльф	Elfo Berserker Selvagem	Wilder Elf Berserker	Dziki Elf Berserker	Wild Elf Bers	Wild Elf Bers	Wild Elf Bers	Wild Elf Bers
wild_elf_witch	Wild Elf Witch	Elf	Эльфийская Колдунья	Bruxa Elfa Selvagem	Wilde Elfenhexe	Dzika Elfka Wiedźma	Wild Elf Witch	Wild Elf Witch	Wild Elf Witch	Wild Elf Witch
wild_elf_witch2	Wild Elf Witch	Elf	Эльфийская Колдунья	Bruxa Elfa Selvagem	Wilde Elfenhexe	Dzika Elfka Wiedźma	Wild Elf Witch	Wild Elf Witch	Wild Elf Witch	Wild Elf Witch
wild_elf_mercenary	Elf mercenary	Elf	Эльф наёмник	Elfo Mercenário	Elfensöldner	Elf Najemnik	Elf mercenary	Elf mercenary	Elf mercenary	Elf mercenary
bad_gendalf	Bad Gendalf	Gendalf	Плохой Гэндальф	Gendalf Maligno	Böser Gendalf	Zly Gendalf	Bad Gendalf	Bad Gendalf	Bad Gendalf	Bad Gendalf
gendalf	Gendalf	Gendalf	Гэндальф	Gendalf	Gendalf	Gendalf	Gendalf	Gendalf	Gendalf	Gendalf
berserk_female	Berserk	Berserk	Берсеркша	Berserker	Berserker	Berserker	Berserker	Berserker	Berserker	Berserker
berserk_male	Berserk	Berserk	Берсерк	Berserker	Berserker	Berserker	Berserker	Berserker	Berserker	Berserker
metalist_female	Metalist	Metalist	Металистка	Metaleiro	Metaller	Metalowiec	Metalist	Metalist	Metalist	Metalist
metalist_female_2	Metalist	Metalist	Металистка	Metaleiro	Metaller	Metalowiec	Metalist	Metalist	Metalist	Metalist
mini_drake	Mini Dragon	Dragon	Дракоша	Mini Dragão	Mini Drache	Mini Smok	Mini Dragon	Mini Dragon	Mini Drago	Mini Dragon
mini_sabercat	Wildcat	Wildcat	Дикий кот	Gato Selvagem	Wildkatze	Żbik	Wildcat	Wildcat	Wildcat	Chat Sauvage
nobody	Nobody	Vampiro	Кто-то	Ninguém	Niemand	Nikt	Nobody	Nobody	Nessuno	Personne
saruman	Saruman	Saruman	Саруман	Saruman	Saruman	Saruman	Saruman	Saruman	Saruman	Saruman
elf_lord_witch	Elf Lady	Elf Lady	Владычица	Dama Elfa	Elfendame	Elfka	Elf Lady	Elf Lady	Elf Lady	Dame Elfe
elf_dark_lord	Dark Lord	Dark Lord	Властелин	Senhor das Trevas	Dunkler Herrscher	Mroczny Wladca	Temný Pán	Karanlık Lord	Signore Oscuro	Seigneur des Ténèbres
destroyer	Destroyer	Destroyer	Разрушитель	Destruidor	Zerstörer	Niszczyciel	Ničitel	Yıkıcı	Distruttore	Destructeur
sky_mercenary_female	Mercenary	Mercenary	Наёмник	Mercenário	Söldner	Najemnik	Žoldnéř	Paralı Asker	Mercenario	Mercenaire
sky_mercenary_male	Mercenary	Mercenary	Наёмник	Mercenário	Söldner	Najemnik	Žoldnéř	Paralı Asker	Mercenario	Mercenaire
sky_cook	Sky Cook	Cook	Повар	Cozinheiro Celestial	Himmelskoch	Niebianski Kucharz	Sky Cook	Sky Cook	Sky Cook	Sky Cook
sky_knight_female_naked	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_male_naked	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_male	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_archer	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_female	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_female_2	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_male_2	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_female_3	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_male_3	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_boss	Sky Lord	Sky Lord	Небесный Капитан	Sky Lord	Sky Lord	Sky Lord	Sky Lord	Sky Lord	Sky Lord	Sky Lord
sky_archer_boss	Archer Champion	Archer Champion	Чемпион Лучник	Archer Champion	Archer Champion	Archer Champion	Archer Champion	Archer Champion	Archer Champion	Archer Champion
sky_master_sword	Master of Sword	sky_master_sword	Мастер Меча	Master of Sword	Master of Sword	Master of Sword	Master of Sword	Master of Sword	Master of Sword	Master of Sword
sky_knight_female_4	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
sky_knight_archer_2	Sky Knight	Sky Knight	Небесный Рыцарь	Cavaleiro Celestial	Himmelsritter	Niebianski Rycerz	Nebeský Rytíř	Gökyüzü Şövalyesi	Cavaliere del Cielo	Chevalier du Ciel
